T_eV,sigma_pwba,corr_stage1_mc,corr_stage2_rel_long,corr_stage3_rel_trans,corr_stage4_density,sigma_corrected,use_mc,use_rel_long,use_rel_trans,use_density_effect
15.863565335085905,5.402344904361271e-21,-1.3714137562204734e-21,0.0,0.0,0.0,4.0309311481407974e-21,1,0,0,0
16.23382431612278,5.647363891445902e-21,-1.4888376260833174e-21,0.0,0.0,0.0,4.158526265362585e-21,1,0,0,0
16.61272522034293,5.8857444743067744e-21,-1.600970839473905e-21,0.0,0.0,0.0,4.2847736348328694e-21,1,0,0,0
17.000469752067172,6.13310478023842e-21,-1.7156685487494646e-21,0.0,0.0,0.0,4.4174362314889555e-21,1,0,0,0
17.397264323438016,6.3618863404841924e-21,-1.811451155134596e-21,0.0,0.0,0.0,4.550435185349596e-21,1,0,0,0
17.803320164301137,6.6171433069996206e-21,-1.917606661286578e-21,0.0,0.0,0.0,4.699536645713043e-21,1,0,0,0
18.21885343465167,6.872951699137368e-21,-2.0243702853177093e-21,0.0,0.0,0.0,4.848581413819659e-21,1,0,0,0
18.644085339704862,7.15332488609094e-21,-2.136967771879697e-21,0.0,0.0,0.0,5.016357114211243e-21,1,0,0,0
19.07924224765266,7.410319449012142e-21,-2.242108318619273e-21,0.0,0.0,0.0,5.168211130392869e-21,1,0,0,0
19.52455581016861,7.68080207192273e-21,-2.3489795259515037e-21,0.0,0.0,0.0,5.3318225459712266e-21,1,0,0,0
19.980263085725507,7.964083643030555e-21,-2.456459011189626e-21,0.0,0.0,0.0,5.507624631840929e-21,1,0,0,0
20.446606665791165,8.23622114131563e-21,-2.558527402456265e-21,0.0,0.0,0.0,5.6776937388593656e-21,1,0,0,0
20.92383480396977,8.525181520685036e-21,-2.6624774401540198e-21,0.0,0.0,0.0,5.8627040805310164e-21,1,0,0,0
21.412201548157295,8.817628575829087e-21,-2.7638898677906637e-21,0.0,0.0,0.0,6.053738708038424e-21,1,0,0,0
21.911966875781495,9.082276901668351e-21,-2.8554674518909138e-21,0.0,0.0,0.0,6.2268094497774375e-21,1,0,0,0
22.423396832198463,9.372701896211349e-21,-2.9490060502758553e-21,0.0,0.0,0.0,6.423695845935494e-21,1,0,0,0
22.94676367231936,9.67432993552647e-21,-3.0448608242266568e-21,0.0,0.0,0.0,6.629469111299813e-21,1,0,0,0
23.482346005542762,9.972056677480382e-21,-3.1351269830950476e-21,0.0,0.0,0.0,6.836929694385335e-21,1,0,0,0
24.030428944069683,1.0271922435168917e-20,-3.223236523235518e-21,0.0,0.0,0.0,7.048685911933399e-21,1,0,0,0
24.591304254680452,1.0554437982026471e-20,-3.3030169484619556e-21,0.0,0.0,0.0,7.251421033564515e-21,1,0,0,0
25.165270514053915,1.0836866850205469e-20,-3.379821871052755e-21,0.0,0.0,0.0,7.457044979152714e-21,1,0,0,0
25.752633267712014,1.1123220802430553e-20,-3.456102736850337e-21,0.0,0.0,0.0,7.667118065580216e-21,1,0,0,0
26.353705192673946,1.1411830358488265e-20,-3.531714370573937e-21,0.0,0.0,0.0,7.880115987914328e-21,1,0,0,0
26.968806263906927,1.1734427926885319e-20,-3.612939670247859e-21,0.0,0.0,0.0,8.12148825663746e-21,1,0,0,0
27.598263924661804,1.2027858571209523e-20,-3.687683841124317e-21,0.0,0.0,0.0,8.340174730085206e-21,1,0,0,0
28.242413260784357,1.2341489876571067e-20,-3.766616083113992e-21,0.0,0.0,0.0,8.574873793457075e-21,1,0,0,0
28.901597179095102,1.2638369401860172e-20,-3.841264255035026e-21,0.0,0.0,0.0,8.797105146825145e-21,1,0,0,0
29.576166589932537,1.297234893686396e-20,-3.9244425256451936e-21,0.0,0.0,0.0,9.047906411218767e-21,1,0,0,0
30.26648059395692,1.3299276388133768e-20,-4.0093169818989055e-21,0.0,0.0,0.0,9.289959406234863e-21,1,0,0,0
30.972906673314085,1.3644020062322536e-20,-4.098042152071341e-21,0.0,0.0,0.0,9.545977910251195e-21,1,0,0,0
31.695820887261153,1.3948559633342488e-20,-4.179354861980676e-21,0.0,0.0,0.0,9.769204771361811e-21,1,0,0,0
32.435608072358114,1.4287717411953304e-20,-4.241047455610882e-21,0.0,0.0,0.0,1.0046669956342422e-20,1,0,0,0
33.1926620473319,1.466102317288293e-20,-4.297776622838702e-21,0.0,0.0,0.0,1.0363246550044227e-20,1,0,0,0
33.96738582272208,1.500897575787882e-20,-4.352996940087835e-21,0.0,0.0,0.0,1.0655978817790985e-20,1,0,0,0
34.76019181541977,1.5396196950948828e-20,-4.42645916491243e-21,0.0,0.0,0.0,1.0969737786036398e-20,1,0,0,0
35.57150206821386,1.577491049033617e-20,-4.506675946043577e-21,0.0,0.0,0.0,1.1268234544292593e-20,1,0,0,0
36.401748474461414,1.6169108326471765e-20,-4.592254035883079e-21,0.0,0.0,0.0,1.1576854290588687e-20,1,0,0,0
37.25137300800211,1.6543856058463876e-20,-4.678827216348299e-21,0.0,0.0,0.0,1.1865028842115577e-20,1,0,0,0
38.12082795843888,1.6948980615817162e-20,-4.778083372886001e-21,0.0,0.0,0.0,1.2170897242931161e-20,1,0,0,0
39.01057617190993,1.7337267913875593e-20,-4.879852296298766e-21,0.0,0.0,0.0,1.2457415617576827e-20,1,0,0,0
39.921091297480515,1.7771232131113623e-20,-4.993773820810901e-21,0.0,0.0,0.0,1.2777458310302721e-20,1,0,0,0
40.852858039285614,1.8184443878798305e-20,-5.108200579822287e-21,0.0,0.0,0.0,1.3076243298976017e-20,1,0,0,0
41.80637241455758,1.856417504122473e-20,-5.217066076168734e-21,0.0,0.0,0.0,1.3347108965055994e-20,1,0,0,0
42.78214201767617,1.897656111369553e-20,-5.337647504923614e-21,0.0,0.0,0.0,1.3638913608771916e-20,1,0,0,0
43.78068629038169,1.9347814340404314e-20,-5.449295901091145e-21,0.0,0.0,0.0,1.389851843931317e-20,1,0,0,0
44.802536798294895,1.9785065898093893e-20,-5.58028208495758e-21,0.0,0.0,0.0,1.4204783813136313e-20,1,0,0,0
45.84823751389096,2.0184195206364657e-20,-5.7029612571436484e-21,0.0,0.0,0.0,1.448123394922101e-20,1,0,0,0
46.918345106077986,2.056028397458112e-20,-5.824641659781231e-21,0.0,0.0,0.0,1.473564231479989e-20,1,0,0,0
48.01342923653453,2.0949287831116352e-20,-5.957932390472065e-21,0.0,0.0,0.0,1.4991355440644287e-20,1,0,0,0
49.13407286296362,2.131503610398702e-20,-6.0909950024842994e-21,0.0,0.0,0.0,1.522404110150272e-20,1,0,0,0
50.2808725494248,2.1704387550154107e-20,-6.228324979853664e-21,0.0,0.0,0.0,1.5476062570300443e-20,1,0,0,0
51.45443878390927,2.200878449442338e-20,-6.349371361533972e-21,0.0,0.0,0.0,1.565941313288941e-20,1,0,0,0
52.65539630332756,2.230888058526655e-20,-6.470988577845478e-21,0.0,0.0,0.0,1.583789200742107e-20,1,0,0,0
53.884384426082235,2.2629832757707256e-20,-6.594082530747388e-21,0.0,0.0,0.0,1.603575022695987e-20,1,0,0,0
55.14205739240302,2.2840318504664527e-20,-6.691988575768731e-21,0.0,0.0,0.0,1.6148329928895796e-20,1,0,0,0
56.4290847126254,2.3098452059988916e-20,-6.795488152310107e-21,0.0,0.0,0.0,1.630296390767881e-20,1,0,0,0
57.7461515235982,2.331745048828666e-20,-6.888939201021819e-21,0.0,0.0,0.0,1.642851128726484e-20,1,0,0,0
59.09395895340971,2.355063991935745e-20,-6.980689982865118e-21,0.0,0.0,0.0,1.6569949936492332e-20,1,0,0,0
60.47322449462649,2.37243521816551e-20,-7.063419934965214e-21,0.0,0.0,0.0,1.6660932246689885e-20,1,0,0,0
61.88468238624386,2.3926594997413957e-20,-7.141731538521896e-21,0.0,0.0,0.0,1.678486345889206e-20,1,0,0,0
63.32908400455115,2.4124788164155964e-20,-7.217239214052417e-21,0.0,0.0,0.0,1.6907548950103547e-20,1,0,0,0
64.80719826311972,2.4276989938210217e-20,-7.280393529832317e-21,0.0,0.0,0.0,1.69965964083779e-20,1,0,0,0
66.31981202212673,2.4454261272252387e-20,-7.346517052253687e-21,0.0,0.0,0.0,1.71077442199987e-20,1,0,0,0
67.86773050723295,2.4539166882682246e-20,-7.389790137098529e-21,0.0,0.0,0.0,1.7149376745583718e-20,1,0,0,0
69.45177773823696,2.4686938101822713e-20,-7.44099248478219e-21,0.0,0.0,0.0,1.7245945617040522e-20,1,0,0,0
71.07279696773419,2.4824222767893086e-20,-7.488154729083614e-21,0.0,0.0,0.0,1.7336068038809472e-20,1,0,0,0
72.73165113001458,2.4902744146970516e-20,-7.517660673830413e-21,0.0,0.0,0.0,1.7385083473140103e-20,1,0,0,0
74.42922330043758,2.5003244937143925e-20,-7.547489886259198e-21,0.0,0.0,0.0,1.7455755050884727e-20,1,0,0,0
76.16641716552891,2.5115040583607273e-20,-7.577838596727577e-21,0.0,0.0,0.0,1.7537201986879697e-20,1,0,0,0
77.94415750404951,2.5120550309489277e-20,-7.586094811373293e-21,0.0,0.0,0.0,1.7534455498115984e-20,1,0,0,0
79.76339067929277,2.5177646969073155e-20,-7.595014381352298e-21,0.0,0.0,0.0,1.7582632587720857e-20,1,0,0,0
81.62508514287228,2.5240365617488037e-20,-7.60458465132226e-21,0.0,0.0,0.0,1.7635780966165778e-20,1,0,0,0
83.53023195026779,2.524577863826936e-20,-7.599664523427624e-21,0.0,0.0,0.0,1.7646114114841736e-20,1,0,0,0
85.47984528840409,2.527895653948984e-20,-7.596524427076096e-21,0.0,0.0,0.0,1.7682432112413743e-20,1,0,0,0
87.47496301554415,2.529694649123694e-20,-7.585013713331443e-21,0.0,0.0,0.0,1.7711932777905496e-20,1,0,0,0
89.51664721378302,2.523566560368279e-20,-7.561231767071927e-21,0.0,0.0,0.0,1.7674433836610864e-20,1,0,0,0
91.60598475443709,2.5229042830898628e-20,-7.53833619015059e-21,0.0,0.0,0.0,1.7690706640748038e-20,1,0,0,0
93.74408787662996,2.521717239265162e-20,-7.51190361521408e-21,0.0,0.0,0.0,1.770526877743754e-20,1,0,0,0
95.93209477938241,2.518302576593978e-20,-7.477141359665117e-21,0.0,0.0,0.0,1.7705884406274662e-20,1,0,0,0
98.17117022752194,2.511090387801981e-20,-7.436053082933048e-21,0.0,0.0,0.0,1.7674850795086762e-20,1,0,0,0
100.46250617173403,2.5073153098907644e-20,-7.396687239342038e-21,0.0,0.0,0.0,1.7676465859565606e-20,1,0,0,0
102.80732238308647,2.5010547022019518e-20,-7.347220449728537e-21,0.0,0.0,0.0,1.766332657229098e-20,1,0,0,0
105.20686710236228,2.4942459827099934e-20,-7.294884875204601e-21,0.0,0.0,0.0,1.7647574951895333e-20,1,0,0,0
107.66241770454933,2.4779242678376622e-20,-7.2262879101599e-21,0.0,0.0,0.0,1.7552954768216722e-20,1,0,0,0
110.17528137883873,2.4695949515085506e-20,-7.166838723139774e-21,0.0,0.0,0.0,1.752911079194573e-20,1,0,0,0
112.74679582449473,2.460481235028667e-20,-7.103224533314237e-21,0.0,0.0,0.0,1.7501587816972433e-20,1,0,0,0
115.37832996296608,2.4489791051233604e-20,-7.030304095692594e-21,0.0,0.0,0.0,1.745948695554101e-20,1,0,0,0
