1.100000000E+05 9.055927467E+03 1.247742052E+03 2.883195236E+03 3.523103564E+02 3.460712806E+02
1.200000000E+05 8.847974266E+03 1.258439771E+03 2.900855587E+03 3.740272400E+02 3.541711900E+02
1.300000000E+05 8.656505984E+03 1.270563771E+03 2.928977107E+03 3.938422929E+02 3.618887696E+02
1.400000000E+05 8.455371238E+03 1.270128248E+03 2.921597540E+03 4.113723454E+02 3.658167782E+02
1.500000000E+05 8.270133923E+03 1.271501327E+03 2.923846689E+03 4.274087282E+02 3.696531527E+02
1.600000000E+05 8.082532053E+03 1.265181549E+03 2.904588274E+03 4.418234138E+02 3.714850442E+02
1.700000000E+05 7.908916031E+03 1.260607604E+03 2.893432778E+03 4.550118371E+02 3.733003253E+02
1.800000000E+05 7.736221232E+03 1.251065397E+03 2.868439556E+03 4.669449124E+02 3.739614595E+02
1.900000000E+05 7.562084467E+03 1.235653629E+03 2.826347981E+03 4.777322978E+02 3.734873627E+02
2.000000000E+05 7.242552978E+03 1.225841620E+03 2.805494946E+03 4.874888092E+02 3.737648652E+02
3.000000000E+05 6.028679327E+03 1.113112107E+03 2.560993668E+03 5.484011127E+02 3.656705236E+02
4.000000000E+05 5.185340027E+03 1.001849080E+03 2.323278922E+03 5.685980579E+02 3.501902348E+02
5.000000000E+05 4.569518085E+03 9.090618866E+02 2.126031895E+03 5.697914426E+02 3.335083779E+02
6.000000000E+05 4.097662226E+03 8.319552376E+02 1.960559001E+03 5.616393143E+02 3.171806350E+02
7.000000000E+05 3.723921926E+03 7.678341100E+02 1.821688252E+03 5.488778291E+02 3.017940873E+02
8.000000000E+05 3.419050519E+03 7.133451085E+02 1.702002183E+03 5.339740366E+02 2.875271934E+02
9.000000000E+05 3.165441380E+03 6.668120984E+02 1.598744697E+03 5.182608491E+02 2.743995096E+02
1.000000000E+06 2.950700860E+03 6.265673043E+02 1.508551179E+03 5.024707276E+02 2.623524454E+02
1.200000000E+06 2.605675490E+03 5.602549716E+02 1.357891577E+03 4.720782909E+02 2.411479029E+02
1.400000000E+06 2.339769417E+03 5.078935984E+02 1.237163997E+03 4.441986176E+02 2.231908862E+02
1.600000000E+06 2.127809386E+03 4.653884592E+02 1.137976613E+03 4.190639353E+02 2.078432988E+02
1.800000000E+06 1.954412987E+03 4.301081954E+02 1.054826254E+03 3.965159669E+02 1.945953962E+02
2.000000000E+06 1.809654533E+03 4.003266978E+02 9.840809803E+02 3.762824188E+02 1.830505999E+02
2.200000000E+06 1.686765554E+03 3.748055992E+02 9.230520737E+02 3.580778808E+02 1.729013283E+02
2.400000000E+06 1.581003606E+03 3.526776169E+02 8.698536165E+02 3.416391663E+02 1.639076440E+02
2.600000000E+06 1.488905207E+03 3.332764147E+02 8.229904821E+02 3.267353424E+02 1.558806411E+02
2.800000000E+06 1.407909002E+03 3.161178318E+02 7.813833306E+02 3.131680536E+02 1.486700394E+02
3.000000000E+06 1.336057263E+03 3.008168692E+02 7.441529566E+02 3.007684041E+02 1.421550253E+02
3.200000000E+06 1.271837702E+03 2.870780444E+02 7.106247017E+02 2.893929308E+02 1.362374827E+02
3.400000000E+06 1.214059395E+03 2.746669687E+02 6.802598212E+02 2.789196674E+02 1.308369592E+02
3.600000000E+06 1.161772324E+03 2.633967479E+02 6.526276304E+02 2.692446450E+02 1.258868905E+02
3.800000000E+06 1.114201321E+03 2.531061270E+02 6.273456545E+02 2.602789146E+02 1.213317400E+02
4.000000000E+06 1.070718888E+03 2.436720687E+02 6.041293649E+02 2.519460629E+02 1.171248106E+02
4.200000000E+06 1.030802114E+03 2.349858887E+02 5.827199706E+02 2.441801606E+02 1.132265536E+02
