2.00000000e+00 2.21600000e-17
2.05329229e+00 2.20285457e-17
2.10800462e+00 2.18935886e-17
2.16417482e+00 2.17550354e-17
2.22184174e+00 2.16127904e-17
2.28104527e+00 2.14667550e-17
2.34182633e+00 2.13168284e-17
2.40422698e+00 2.11629068e-17
2.46829037e+00 2.10048838e-17
2.53406079e+00 2.08426500e-17
2.60158375e+00 2.06760934e-17
2.67090593e+00 2.05050987e-17
2.74207529e+00 2.03295476e-17
2.81514103e+00 2.01493188e-17
2.89015369e+00 1.99642876e-17
2.96716515e+00 1.97743260e-17
3.04622867e+00 1.95793026e-17
3.12739892e+00 1.93790827e-17
3.21073206e+00 1.92541969e-17
3.29628569e+00 1.96862428e-17
3.38411901e+00 2.01298010e-17
3.47429274e+00 2.05851783e-17
3.56686925e+00 2.10526897e-17
3.66191258e+00 2.15326585e-17
3.75948844e+00 2.20254166e-17
3.85966432e+00 2.25313048e-17
3.96250950e+00 2.30506730e-17
4.06809511e+00 2.35838803e-17
4.17649417e+00 2.41312956e-17
4.28778165e+00 2.46932973e-17
4.40203451e+00 2.52702743e-17
4.51933177e+00 2.58626254e-17
4.63975455e+00 2.64707605e-17
4.76338613e+00 2.70950999e-17
4.89031201e+00 2.77360757e-17
5.02061999e+00 2.83941309e-17
5.15440017e+00 2.90697208e-17
5.29174507e+00 2.95293627e-17
5.43274969e+00 2.98818742e-17
5.57751153e+00 3.02437788e-17
5.72613072e+00 3.06153268e-17
5.87871005e+00 3.09967751e-17
6.03535502e+00 3.13883875e-17
6.19617397e+00 3.17904349e-17
6.36127814e+00 3.22031953e-17
6.53078169e+00 3.26269542e-17
6.70480186e+00 3.30620046e-17
6.88345899e+00 3.35086475e-17
7.06687665e+00 3.39671916e-17
7.25518169e+00 3.39992598e-17
7.44850432e+00 3.29456514e-17
7.64697827e+00 3.18639685e-17
7.85074077e+00 3.07534628e-17
8.05993276e+00 2.96133664e-17
8.27469892e+00 2.84428909e-17
8.49518776e+00 2.72412267e-17
8.72155178e+00 2.60075428e-17
8.95394753e+00 2.47409859e-17
9.19253574e+00 2.34406802e-17
9.43748139e+00 2.34118741e-17
9.68895391e+00 2.34244477e-17
9.94712720e+00 2.34373564e-17
1.02121798e+01 2.34506090e-17
1.04842951e+01 2.34642148e-17
1.07636611e+01 2.34781831e-17
1.10504712e+01 2.34925236e-17
1.13449237e+01 2.42825880e-17
1.16472222e+01 2.59149999e-17
1.19575758e+01 2.75909093e-17
1.22761991e+01 2.93114753e-17
1.26033125e+01 3.10778876e-17
1.29391422e+01 3.28913681e-17
1.32839205e+01 3.44720371e-17
1.36378858e+01 3.51976660e-17
1.40012829e+01 3.59426300e-17
1.43743632e+01 3.67074445e-17
1.47573846e+01 3.74926384e-17
1.51506120e+01 3.82987546e-17
1.55543174e+01 3.68232873e-17
1.59687801e+01 3.49789287e-17
1.63942865e+01 3.30854249e-17
1.68311311e+01 3.11414666e-17
1.72796159e+01 2.92327180e-17
1.77400511e+01 2.76869714e-17
1.82127551e+01 2.61000365e-17
1.86980548e+01 2.44708159e-17
1.91962860e+01 2.27981828e-17
1.97077930e+01 2.10809806e-17
2.02329298e+01 1.97738983e-17
2.07720594e+01 1.90191169e-17
2.13255547e+01 1.82442234e-17
2.18937986e+01 1.74486820e-17
2.24771840e+01 1.66319424e-17
2.30761143e+01 1.60238857e-17
2.36910039e+01 1.54089961e-17
2.43222778e+01 1.47777222e-17
2.49703728e+01 1.41296272e-17
2.56357370e+01 1.39219936e-17
2.63188307e+01 1.37307274e-17
2.70201261e+01 1.35343647e-17
2.77401083e+01 1.33807913e-17
2.84792753e+01 1.33216580e-17
2.92381383e+01 1.32609489e-17
3.00172220e+01 1.32034444e-17
3.08170653e+01 1.33634131e-17
3.16382214e+01 1.35276443e-17
3.24812581e+01 1.36962516e-17
3.33467585e+01 1.37338703e-17
3.42353211e+01 1.37694128e-17
3.51475605e+01 1.38000000e-17
3.60841075e+01 1.38000000e-17
3.70456100e+01 1.38000000e-17
3.80327327e+01 1.36934535e-17
3.90461585e+01 1.34907683e-17
4.00865882e+01 1.32896094e-17
4.11547413e+01 1.31614310e-17
4.22513566e+01 1.30298372e-17
4.33771925e+01 1.28245615e-17
4.45330275e+01 1.25933945e-17
4.57196611e+01 1.23272813e-17
4.69379139e+01 1.20349007e-17
4.81886285e+01 1.15970035e-17
4.94726698e+01 1.10320253e-17
5.07909258e+01 1.07683630e-17
5.21443083e+01 1.07142277e-17
5.35337532e+01 1.04932494e-17
5.49602214e+01 1.02079557e-17
5.64246996e+01 9.74409614e-18
5.79282004e+01 9.28010389e-18
5.94717637e+01 8.84790615e-18
6.10564571e+01 8.44645030e-18
6.26833764e+01 8.04865460e-18
6.43536469e+01 7.58097887e-18
6.60684236e+01 7.01536750e-18
6.78288925e+01 6.48684430e-18
6.96362712e+01 6.41454915e-18
7.14918095e+01 6.28065524e-18
7.33967908e+01 6.05651348e-18
7.53525324e+01 5.74359481e-18
7.73603871e+01 5.42233807e-18
7.94217433e+01 5.16939080e-18
8.15380268e+01 4.94619732e-18
8.37107010e+01 4.72892990e-18
8.59412687e+01 4.48704776e-18
8.82312723e+01 4.21224732e-18
9.05822958e+01 3.98253113e-18
9.29959650e+01 3.91012105e-18
9.54739491e+01 3.83578153e-18
9.80179620e+01 3.75946114e-18
1.00629763e+02 3.70425890e-18
1.03311158e+02 3.81498122e-18
1.06064003e+02 4.07652496e-18
1.08890200e+02 4.48993039e-18
1.11791704e+02 5.05609780e-18
1.14770522e+02 5.77578012e-18
1.17828714e+02 6.64957505e-18
1.20968396e+02 7.67791655e-18
1.24191737e+02 8.86106575e-18
1.27500969e+02 1.01991011e-17
1.30898378e+02 1.16919079e-17
1.34386316e+02 1.33391668e-17
1.37967193e+02 1.51403420e-17
1.41643487e+02 1.70946679e-17
1.45417740e+02 1.92011356e-17
1.49292563e+02 2.14584771e-17
1.53270634e+02 2.38651504e-17
1.57354706e+02 2.64193216e-17
1.61547603e+02 2.91188466e-17
1.65852224e+02 3.19612522e-17
1.70271547e+02 3.49437144e-17
1.74808627e+02 3.80630363e-17
1.79466604e+02 4.13156248e-17
1.84248697e+02 4.46974644e-17
1.89158215e+02 4.82040907e-17
1.94198553e+02 5.18305614e-17
