1.100000000E+05 5.303960248E+02 1.835952662E+02 3.221301896E+02 2.446910839E+01 2.916687715E+01
1.200000000E+05 5.055446485E+02 1.783435699E+02 3.139083149E+02 2.478512416E+01 2.884875812E+01
1.300000000E+05 4.829738706E+02 1.729676194E+02 3.052259016E+02 2.500308350E+01 2.850291622E+01
1.400000000E+05 4.627518806E+02 1.682067300E+02 2.978128177E+02 2.514201775E+01 2.815216338E+01
1.500000000E+05 4.442016949E+02 1.634200448E+02 2.901352757E+02 2.521644991E+01 2.778937952E+01
1.600000000E+05 4.272622601E+02 1.589128186E+02 2.829177888E+02 2.523834118E+01 2.742386402E+01
1.700000000E+05 4.117226021E+02 1.546615234E+02 2.761094912E+02 2.521724307E+01 2.705800085E+01
1.800000000E+05 3.974079789E+02 1.506451376E+02 2.696688154E+02 2.516092320E+01 2.669367075E+01
1.900000000E+05 3.841723183E+02 1.468448288E+02 2.635611407E+02 2.507573594E+01 2.633234784E+01
2.000000000E+05 3.718924843E+02 1.432436819E+02 2.577571475E+02 2.496690665E+01 2.597517738E+01
3.000000000E+05 2.843997452E+02 1.153684533E+02 2.119209298E+02 2.324983057E+01 2.274533978E+01
4.000000000E+05 2.326216991E+02 9.717161147E+01 1.810248585E+02 2.131853452E+01 2.017702898E+01
5.000000000E+05 1.980180662E+02 8.432957665E+01 1.586844741E+02 1.957755303E+01 1.814312261E+01
6.000000000E+05 1.730891183E+02 7.474687664E+01 1.417091934E+02 1.807491499E+01 1.650499022E+01
7.000000000E+05 1.541851292E+02 6.729249026E+01 1.283159368E+02 1.678624467E+01 1.515999674E+01
8.000000000E+05 1.393088153E+02 6.131677825E+01 1.174619805E+02 1.567629870E+01 1.403600759E+01
9.000000000E+05 1.272654221E+02 5.640623112E+01 1.084625294E+02 1.471306447E+01 1.308211931E+01
1.000000000E+06 1.172964197E+02 5.229249153E+01 1.008678763E+02 1.387025058E+01 1.226176417E+01
1.200000000E+06 1.017087277E+02 4.576997873E+01 8.872213830E+01 1.246632765E+01 1.092112258E+01
1.400000000E+06 9.003803505E+01 4.081341471E+01 7.940715316E+01 1.134331544E+01 9.869257561E+00
1.600000000E+06 8.094305474E+01 3.690633129E+01 7.201269318E+01 1.042339769E+01 9.019738719E+00
1.800000000E+06 7.363800814E+01 3.373931084E+01 6.598547404E+01 9.654945439E+00 8.317794738E+00
2.000000000E+06 6.763044906E+01 3.111505156E+01 6.096863517E+01 9.002504963E+00 7.726993534E+00
2.200000000E+06 6.259528592E+01 2.890152359E+01 5.672118791E+01 8.440957770E+00 7.222124949E+00
2.400000000E+06 5.830881853E+01 2.700678731E+01 5.307400291E+01 7.952014043E+00 6.785164494E+00
2.600000000E+06 5.461183162E+01 2.536480946E+01 4.990485230E+01 7.522035623E+00 6.402866882E+00
2.800000000E+06 5.138776726E+01 2.392683250E+01 4.712297995E+01 7.140640170E+00 6.065269238E+00
3.000000000E+06 4.854924501E+01 2.265605404E+01 4.465956772E+01 6.799779465E+00 5.764725917E+00
3.200000000E+06 4.602940770E+01 2.152413291E+01 4.246139750E+01 6.493114449E+00 5.495266473E+00
3.400000000E+06 4.377619022E+01 2.050887839E+01 4.048665164E+01 6.215581339E+00 5.252156897E+00
3.600000000E+06 4.174841484E+01 1.959265085E+01 3.870198102E+01 5.963083933E+00 5.031592584E+00
3.800000000E+06 3.991306725E+01 1.876124447E+01 3.708045178E+01 5.732271247E+00 4.830478941E+00
4.000000000E+06 3.824335504E+01 1.800308329E+01 3.560005936E+01 5.520374029E+00 4.646271683E+00
4.200000000E+06 3.671729767E+01 1.730863454E+01 3.424264061E+01 5.325082704E+00 4.476858613E+00
4.400000000E+06 3.531668502E+01 1.666997357E+01 3.299306438E+01 5.144454962E+00 4.320470799E+00
4.600000000E+06 3.402629651E+01 1.608045554E+01 3.183861856E+01 4.976844893E+00 4.175614929E+00
4.800000000E+06 3.283330741E+01 1.553446504E+01 3.076854116E+01 4.820848012E+00 4.041021142E+00
5.000000000E+06 3.172683193E+01 1.502722252E+01 2.977365719E+01 4.675258147E+00 3.915602351E+00
5.200000000E+06 3.069756753E+01 1.455463307E+01 2.884609400E+01 4.539033302E+00 3.798422199E+00
5.400000000E+06 2.973751511E+01 1.411316708E+01 2.797905618E+01 4.411268379E+00 3.688669556E+00
5.600000000E+06 2.883975681E+01 1.369976512E+01 2.716664586E+01 4.291173192E+00 3.585638071E+00
5.800000000E+06 2.799827795E+01 1.331176151E+01 2.640371803E+01 4.178054617E+00 3.488709618E+00
6.000000000E+06 2.720782330E+01 1.294682249E+01 2.568576307E+01 4.071301989E+00 3.397340812E+00
6.200000000E+06 2.646377994E+01 1.260289559E+01 2.500881081E+01 3.970375070E+00 3.311051931E+00
6.400000000E+06 2.576208137E+01 1.227816824E+01 2.436935154E+01 3.874794085E+00 3.229417775E+00
6.600000000E+06 2.509912837E+01 1.197103335E+01 2.376427053E+01 3.784131408E+00 3.152060054E+00
6.800000000E+06 2.447172321E+01 1.168006079E+01 2.319079355E+01 3.698004592E+00 3.078641037E+00
7.000000000E+06 2.387701483E+01 1.140397347E+01 2.264644117E+01 3.616070500E+00 3.008858203E+00
7.200000000E+06 2.331245274E+01 1.114162723E+01 2.212899030E+01 3.538020331E+00 2.942439724E+00
7.400000000E+06 2.277574817E+01 1.089199385E+01 2.163644160E+01 3.463575381E+00 2.879140634E+00
7.600000000E+06 2.226484104E+01 1.065414660E+01 2.116699181E+01 3.392483436E+00 2.818739558E+00
7.800000000E+06 2.177787196E+01 1.042724792E+01 2.071901004E+01 3.324515659E+00 2.761035914E+00
8.000000000E+06 2.131315813E+01 1.021053884E+01 2.029101755E+01 3.259463919E+00 2.705847499E+00
8.200000000E+06 2.086917275E+01 1.000332993E+01 1.988167018E+01 3.197138476E+00 2.653008418E+00
8.400000000E+06 2.044452721E+01 9.804993404E+00 1.948974333E+01 3.137365975E+00 2.602367276E+00
