pair,r_angstrom,single_configuration_g,epsr_mean_g
OO,4.395,1.5183426009205923,1.5890284999999997
OO,4.425,1.6134869165858452,1.5979785
OO,4.455,1.6460317880555593,1.6023079999999998
OO,4.484999999999999,1.5227556299017695,1.602794
OO,4.515000000000001,1.6609002085591458,1.5963031265291154
OO,4.545,1.5376339950495814,1.583732585
OO,4.574999999999999,1.5391749129234824,1.5628823050333338
OO,4.605,1.5298656011865623,1.537319899133333
OO,4.635,1.5180320926891864,1.5100113821539285
OO,4.664999999999999,1.4595451399501764,1.4806905666000008
OO,4.695,1.512871657203486,1.4493846075333332
OO,4.725,1.4962576703418402,1.413686652266667
OO,4.755,1.4048172807346557,1.375751405733333
OO,4.785,1.4490780298719041,1.3389726226459118
OO,4.8149999999999995,1.301645388101999,1.3010908292000005
OO,4.845,1.2011572173871856,1.2640335822
OO,4.875,1.234066638628036,1.2271662912999999
OO,4.904999999999999,1.2449036994724834,1.191928756100001
OO,4.9350000000000005,1.1554208494113525,1.1575472236592108
OO,4.965,1.0703000666702815,1.1246459464
OO,4.994999999999999,1.0120967513770938,1.0961571505333343
OO,5.025,1.0157439462460376,1.0696634143999997
OO,5.055,1.0923524510695355,1.0466537213333333
OO,5.084999999999999,1.0247599448204447,1.0242321651278299
OO,5.115,0.9803138619163052,1.0028983885499998
OO,5.145,1.0352204337101765,0.9857380814333335
OO,5.175,0.9154306193079772,0.9671813044333335
OO,5.205,0.9676042869309528,0.9492185810806306
OO,5.234999999999999,0.8986987945469536,0.9339458797800002
OO,5.265,0.8210840007932869,0.9178853944800002
OO,5.295,0.9632627167518877,0.90167648904
OO,5.324999999999999,0.9105083491157356,0.8873270504800002
OO,5.355,0.9299514666482607,0.8761497801906603
OO,5.385,0.8493294460088489,0.8665223526
OO,5.414999999999999,0.8438065009189304,0.8589599760533334
OO,5.445,0.8956440367191979,0.8532180035933333
OO,5.475,0.8688563126270918,0.8473038063433335
OO,5.505,0.8089685494026037,0.8436236363621212
OO,5.535,0.8427291022421478,0.8413706396799999
OO,5.5649999999999995,0.8793730465731928,0.83786258144
OO,5.595,0.9025240553319652,0.83631999056
OO,5.625,0.8285035445474418,0.83531919376
OO,5.654999999999999,0.7914085699842216,0.8343401608113062
OO,5.6850000000000005,0.8268743412326581,0.83531916881
OO,5.715,0.865020782409679,0.83703769979
OO,5.744999999999999,0.8354248147810966,0.83834956352
OO,5.775,0.8063955427666232,0.83875699192
OO,5.805,0.8585684951585492,0.8408268082330588
OO,5.834999999999999,0.8032004000004914,0.8431164233333333
OO,5.865,0.8345078806599758,0.8442009037
OO,5.895,0.8716551262858133,0.8467817250666666
OO,5.925,0.8160792631241721,0.8494333382387255
OO,5.955,0.8573720041048954,0.8523081722433333
OO,5.984999999999999,0.8867334779199975,0.8571217976366666
OO,6.015,0.8231387430295753,0.86396913002
OO,6.045,0.8831628996082999,0.8710595211966666
OO,6.074999999999999,0.866791139973839,0.878340787733742
OO,6.105,0.8704460808863288,0.8873682408400002
OO,6.135,0.85593686085526,0.8974543895599999
OO,6.164999999999999,0.9384972261828656,0.9078445487999998
OO,6.195,0.871893567284459,0.9205941495200003
OO,6.225,0.9131874367548586,0.9324708205259823
OO,6.255,0.9435210590994835,0.9418458844666666
OO,6.285,0.9173351779102825,0.9547270003966668
OO,6.3149999999999995,0.9824671331573308,0.9670797457933332
OO,6.345,0.9971067035465512,0.9772391990899999
OO,6.375,1.0030689326484534,0.9883089627145761
OO,6.404999999999999,1.043379251455609,0.9986201086799997
OO,6.4350000000000005,1.0104294881635651,1.0083650953333334
OO,6.465,1.0444219801124233,1.0179849269333334
OO,6.494999999999999,1.0549282582025878,1.0242441701609946
OO,6.525,1.0479097549259098,1.0292913445
OO,6.555,1.0501990813519648,1.0350898575
OO,6.584999999999999,1.0576261295519853,1.0405741579999999
OO,6.615,1.0351159683759212,1.0448390785000001
OO,6.645,1.0552821441998952,1.048451735008833
OO,6.675,1.0877521649197461,1.0529315594666666
OO,6.705,1.0163299142054378,1.0544548192
