   1.5500000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.5500000e+01   7.8806425e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.5500000e+01   1.6382330e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.5500000e+01   2.5554006e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.6000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.6000000e+01   7.8806425e-02   3.7816719e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.6000000e+01   1.6382330e-01   7.8272758e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.6000000e+01   2.5554006e-01   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.6000000e+01   3.5448468e-01   2.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.6500000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.6500000e+01   7.8806425e-02   1.9642773e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.6500000e+01   1.6382330e-01   4.0655635e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.6500000e+01   2.5554006e-01   6.3119956e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.6500000e+01   3.5448468e-01   8.7119745e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.6500000e+01   4.6122678e-01   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.6500000e+01   5.7638084e-01   2.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.7000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.7000000e+01   7.8806425e-02   1.0629600e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.7000000e+01   1.6382330e-01   2.2000197e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.7000000e+01   2.5554006e-01   3.4155726e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.7000000e+01   3.5448468e-01   4.7141538e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.7000000e+01   4.6122678e-01   6.1004258e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.7000000e+01   5.7638084e-01   7.5791588e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.7000000e+01   7.0060977e-01   9.1552087e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.7000000e+01   8.3462875e-01   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.7000000e+01   9.7920928e-01   2.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.7500000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.7500000e+01   7.8806425e-02   9.0614197e-02   3.7831622e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.7500000e+01   1.6382330e-01   1.8754178e-01   7.8281912e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.7500000e+01   2.5554006e-01   2.9115652e-01   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.7500000e+01   3.5448468e-01   4.0184411e-01   2.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.7500000e+01   4.6122678e-01   5.2000097e-01   2.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
