2.00000000e+00 2.21600000e-01
2.05329229e+00 2.20285457e-01
2.10800462e+00 2.18935886e-01
2.16417482e+00 2.17550354e-01
2.22184174e+00 2.16127904e-01
2.28104527e+00 2.14667550e-01
2.34182633e+00 2.13168284e-01
2.40422698e+00 2.11629068e-01
2.46829037e+00 2.10048838e-01
2.53406079e+00 2.08426500e-01
2.60158375e+00 2.06760934e-01
2.67090593e+00 2.05050987e-01
2.74207529e+00 2.03295476e-01
2.81514103e+00 2.01493188e-01
2.89015369e+00 1.99642876e-01
2.96716515e+00 1.97743260e-01
3.04622867e+00 1.95793026e-01
3.12739892e+00 1.93790827e-01
3.21073206e+00 1.92541969e-01
3.29628569e+00 1.96862428e-01
3.38411901e+00 2.01298010e-01
3.47429274e+00 2.05851783e-01
3.56686925e+00 2.10526897e-01
3.66191258e+00 2.15326585e-01
3.75948844e+00 2.20254166e-01
3.85966432e+00 2.25313048e-01
3.96250950e+00 2.30506730e-01
4.06809511e+00 2.35838803e-01
4.17649417e+00 2.41312956e-01
4.28778165e+00 2.46932973e-01
4.40203451e+00 2.52702743e-01
4.51933177e+00 2.58626254e-01
4.63975455e+00 2.64707605e-01
4.76338613e+00 2.70950999e-01
4.89031201e+00 2.77360757e-01
5.02061999e+00 2.83941309e-01
5.15440017e+00 2.90697208e-01
5.29174507e+00 2.95293627e-01
5.43274969e+00 2.98818742e-01
5.57751153e+00 3.02437788e-01
5.72613072e+00 3.06153268e-01
5.87871005e+00 3.09967751e-01
6.03535502e+00 3.13883875e-01
6.19617397e+00 3.17904349e-01
6.36127814e+00 3.22031953e-01
6.53078169e+00 3.26269542e-01
6.70480186e+00 3.30620046e-01
6.88345899e+00 3.35086475e-01
7.06687665e+00 3.39671916e-01
7.25518169e+00 3.39992598e-01
7.44850432e+00 3.29456514e-01
7.64697827e+00 3.18639685e-01
7.85074077e+00 3.07534628e-01
8.05993276e+00 2.96133664e-01
8.27469892e+00 2.84428909e-01
8.49518776e+00 2.72412267e-01
8.72155178e+00 2.60075428e-01
8.95394753e+00 2.47409859e-01
9.19253574e+00 2.34406802e-01
9.43748139e+00 2.34118741e-01
9.68895391e+00 2.34244477e-01
9.94712720e+00 2.34373564e-01
1.02121798e+01 2.34506090e-01
1.04842951e+01 2.34642148e-01
1.07636611e+01 2.34781831e-01
1.10504712e+01 2.34925236e-01
1.13449237e+01 2.42825880e-01
1.16472222e+01 2.59149999e-01
1.19575758e+01 2.75909093e-01
1.22761991e+01 2.93114753e-01
1.26033125e+01 3.10778876e-01
1.29391422e+01 3.28913681e-01
1.32839205e+01 3.44720371e-01
1.36378858e+01 3.51976660e-01
1.40012829e+01 3.59426300e-01
1.43743632e+01 3.67074445e-01
1.47573846e+01 3.74926384e-01
1.51506120e+01 3.82987546e-01
1.55543174e+01 3.68232873e-01
