1.00000000000e+01	0.00000000000e+00	0.00000000000e+00
1.00000000000e+01	8.87767483329e-12	1.52311496748e-12
1.00000000000e+01	1.38713669270e-11	2.37987407559e-12
1.00000000000e+01	1.99747683748e-11	3.42692541011e-12
1.00000000000e+01	2.71878791767e-11	4.66449101566e-12
1.00000000000e+01	3.55106993327e-11	6.09234884763e-12
1.00000000000e+01	4.49432288427e-11	7.71060992832e-12
1.00000000000e+01	5.54854677068e-11	9.51927425774e-12
1.00000000000e+01	6.71374159247e-11	1.15183418359e-11
1.00000000000e+01	7.98990734966e-11	1.37078126627e-11
1.00000000000e+01	9.37704404223e-11	1.60875757160e-11
1.00000000000e+01	1.08751516702e-10	1.86578530403e-11
1.00000000000e+01	1.24842302335e-10	2.14184225911e-11
1.00000000000e+01	1.42042797322e-10	2.43693953905e-11
1.00000000000e+01	1.60353001663e-10	2.75107714387e-11
1.00000000000e+01	1.79772915357e-10	3.08425507356e-11
1.00000000000e+01	2.00302538404e-10	3.43646222589e-11
1.00000000000e+01	2.21941870805e-10	3.80772080533e-11
1.00000000000e+01	2.44690912560e-10	4.19800860740e-11
1.00000000000e+01	2.68549663667e-10	4.60733673435e-11
1.00000000000e+01	2.93518124128e-10	5.03570518617e-11
1.00000000000e+01	3.19596293941e-10	5.48311396287e-11
1.00000000000e+01	3.46784173108e-10	5.94956306443e-11
1.00000000000e+01	3.75081761627e-10	6.43504138864e-11
1.00000000000e+01	4.04489059499e-10	6.93957113995e-11
1.00000000000e+01	4.35006066724e-10	7.46313011390e-11
1.00000000000e+01	4.66632783301e-10	8.00572941273e-11
1.00000000000e+01	4.99369209230e-10	8.56736903643e-11
1.00000000000e+01	5.33215344512e-10	9.14803788277e-11
1.00000000000e+01	5.68171189146e-10	9.74775815621e-11
1.00000000000e+01	6.04236743131e-10	1.03665076523e-10
1.00000000000e+01	6.41412006469e-10	1.10043085755e-10
1.00000000000e+01	6.79696979158e-10	1.16611387213e-10
1.00000000000e+01	7.19091661199e-10	1.23370091920e-10
1.00000000000e+01	7.59596052590e-10	1.30319088854e-10
1.00000000000e+01	8.01210153334e-10	1.37458600058e-10
1.00000000000e+01	8.43933963428e-10	1.44788514511e-10
1.00000000000e+01	8.87767482873e-10	1.52308721191e-10
1.00000000000e+01	1.38713669156e-09	2.37982411555e-10
1.00000000000e+01	1.99747683512e-09	3.42694650435e-10
1.00000000000e+01	2.71878791330e-09	4.66445437830e-10
1.00000000000e+01	3.55106992582e-09	6.09234884763e-10
1.00000000000e+01	4.49432287236e-09	7.71062880212e-10
1.00000000000e+01	5.54854675254e-09	9.51929424176e-10
1.00000000000e+01	6.71374156596e-09	1.15183462768e-09
1.00000000000e+01	7.98990731214e-09	1.37077837969e-09
1.00000000000e+01	9.37704399060e-09	1.60876079125e-09
1.00000000000e+01	1.08751516008e-08	1.86578164030e-09
1.00000000000e+01	1.24842301421e-08	2.14184125991e-09
1.00000000000e+01	1.42042796139e-08	2.43693931701e-09
1.00000000000e+01	1.60353000156e-08	2.75107603365e-09
1.00000000000e+01	1.79772913463e-08	3.08425140982e-09
1.00000000000e+01	2.00302536055e-08	3.43646522349e-09
1.00000000000e+01	2.21941867921e-08	3.80771769670e-09
1.00000000000e+01	2.44690909054e-08	4.19800882945e-09
1.00000000000e+01	2.68549659446e-08	4.60733851071e-09
1.00000000000e+01	2.93518119086e-08	5.03570674049e-09
1.00000000000e+01	3.19596287965e-08	5.48311351878e-09
1.00000000000e+01	3.46784166072e-08	5.94955895661e-09
1.00000000000e+01	3.75081753397e-08	6.43504294295e-09
1.00000000000e+01	4.04489049929e-08	6.93956558884e-09
1.00000000000e+01	4.35006055656e-08	7.46312678324e-09
1.00000000000e+01	4.66632770566e-08	8.00572652615e-09
1.00000000000e+01	4.99369194647e-08	8.56736492860e-09
1.00000000000e+01	5.33215327886e-08	9.14804187957e-09
1.00000000000e+01	5.68171170270e-08	9.74775737905e-09
1.00000000000e+01	6.04236721784e-08	1.03665115381e-08
1.00000000000e+01	6.41411982415e-08	1.10043042456e-08
1.00000000000e+01	6.79696952149e-08	1.16611356127e-08
1.00000000000e+01	7.19091630969e-08	1.23370055283e-08
1.00000000000e+01	7.59596018861e-08	1.30319139924e-08
1.00000000000e+01	8.01210115809e-08	1.37458610050e-08
1.00000000000e+01	8.43933921795e-08	1.44788466772e-08
1.00000000000e+01	8.87767436805e-08	1.52308708978e-08
1.00000000000e+01	1.38713657752e-07	2.37982358264e-08
1.00000000000e+01	1.99747659842e-07	3.42694594924e-08
1.00000000000e+01	2.71878747554e-07	4.66445420066e-08
1.00000000000e+01	3.55106918053e-07	6.09234833693e-08
1.00000000000e+01	4.49432168070e-07	7.71062833582e-08
1.00000000000e+01	5.54854493900e-07	9.51929421955e-08
1.00000000000e+01	6.71373891399e-07	1.15183459659e-07
1.00000000000e+01	7.98990355990e-07	1.37077835749e-07
1.00000000000e+01	9.37703882660e-07	1.60876070465e-07
1.00000000000e+01	1.08751446596e-06	1.86578163808e-07
1.00000000000e+01	1.24842209952e-06	2.14184115666e-07
1.00000000000e+01	1.42042677658e-06	2.43693925928e-07
1.00000000000e+01	1.60352849081e-06	2.75107594594e-07
1.00000000000e+01	1.79772723539e-06	3.08425121665e-07
1.00000000000e+01	2.00302263047e-06	3.43646507028e-07
1.00000000000e+01	2.21941464839e-06	3.80771750574e-07
1.00000000000e+01	2.44690363329e-06	4.19800852303e-07
1.00000000000e+01	2.68548957623e-06	4.60733812102e-07
1.00000000000e+01	2.93517246784e-06	5.03570629862e-07
1.00000000000e+01	3.19595229830e-06	5.48311305471e-07
1.00000000000e+01	3.46782905737e-06	5.94955839039e-07
1.00000000000e+01	3.75080273437e-06	6.43504230236e-07
1.00000000000e+01	4.04487331818e-06	6.93956479170e-07
1.00000000000e+01	4.35004079671e-06	7.46312585620e-07
1.00000000000e+01	4.66630515796e-06	8.00572549586e-07
1.00000000000e+01	4.99366639001e-06	8.56736370847e-07
1.00000000000e+01	5.33212447922e-06	9.14804049290e-07
1.00000000000e+01	5.68167941225e-06	9.74775584917e-07
1.00000000000e+01	6.04233117615e-06	1.03665097761e-06
1.00000000000e+01	6.41407975673e-06	1.10043022716e-06
1.00000000000e+01	6.79692513941e-06	1.16611333345e-06
1.00000000000e+01	7.19086730914e-06	1.23370029648e-06
1.00000000000e+01	7.59590625044e-06	1.30319111602e-06
1.00000000000e+01	8.01204194739e-06	1.37458579186e-06
1.00000000000e+01	8.43927438241e-06	1.44788432399e-06
1.00000000000e+01	8.87760353867e-06	1.52308671231e-06
1.00000000000e+01	1.38712091785e-05	2.37982264817e-06
1.00000000000e+01	1.99744492553e-05	3.42694401523e-06
1.00000000000e+01	2.71872971256e-05	4.66445061431e-06
1.00000000000e+01	3.55097322249e-05	6.09234220961e-06
1.00000000000e+01	4.49417211156e-05	7.71061852944e-06
1.00000000000e+01	5.54832018766e-05	9.51927926551e-06
1.00000000000e+01	6.71341085499e-05	1.15183240736e-05
1.00000000000e+01	7.98944197119e-05	1.37077525733e-05
1.00000000000e+01	9.37640707697e-05	1.60875643473e-05
1.00000000000e+01	1.08743004516e-04	1.86577589429e-05
1.00000000000e+01	1.24831149304e-04	2.14183358708e-05
1.00000000000e+01	1.42028397077e-04	2.43692946053e-05
1.00000000000e+01	1.60334718636e-04	2.75106345844e-05
1.00000000000e+01	1.79749992978e-04	3.08423552103e-05
1.00000000000e+01	2.00274138785e-04	3.43644558486e-05
1.00000000000e+01	2.21907093244e-04	3.80769358287e-05
1.00000000000e+01	2.44648671989e-04	4.19797944439e-05
1.00000000000e+01	2.68498835854e-04	4.60730309511e-05
1.00000000000e+01	2.93457476903e-04	5.03566445709e-05
1.00000000000e+01	3.19524412910e-04	5.48306344879e-05
1.00000000000e+01	3.46699589287e-04	5.94949998503e-05
1.00000000000e+01	3.74982911892e-04	6.43497397699e-05
1.00000000000e+01	4.04374164096e-04	6.93948533227e-05
1.00000000000e+01	4.34873216871e-04	7.46303395480e-05
1.00000000000e+01	4.66479949816e-04	8.00561974491e-05
1.00000000000e+01	4.99194206327e-04	8.56724259930e-05
1.00000000000e+01	5.33015920640e-04	9.14790241103e-05
1.00000000000e+01	5.67944968474e-04	9.74759906958e-05
1.00000000000e+01	6.03981095354e-04	1.03663324608e-04
1.00000000000e+01	6.41124079627e-04	1.10041024667e-04
1.00000000000e+01	6.79373822432e-04	1.16609089662e-04
1.00000000000e+01	7.18730144289e-04	1.23367518339e-04
1.00000000000e+01	7.59192742053e-04	1.30316309414e-04
1.00000000000e+01	8.00761409791e-04	1.37455461563e-04
1.00000000000e+01	8.43436122377e-04	1.44784973426e-04
1.00000000000e+01	8.87216705579e-04	1.52304843609e-04
1.00000000000e+01	1.07339187395e-03	1.84287878356e-04
1.00000000000e+01	1.27724227322e-03	2.19316525155e-04
1.00000000000e+01	1.49875324836e-03	2.57390677302e-04
1.00000000000e+01	1.73790846305e-03	2.98510218817e-04
1.00000000000e+01	1.99468982142e-03	3.42675024443e-04
1.00000000000e+01	2.26907881510e-03	3.89884959646e-04
1.00000000000e+01	2.56105497483e-03	4.40139880616e-04
1.00000000000e+01	2.87059586103e-03	4.93439634268e-04
1.00000000000e+01	3.19767900374e-03	5.49784058243e-04
1.00000000000e+01	3.54228020804e-03	6.09172980904e-04
1.00000000000e+01	3.90437389904e-03	6.71606221344e-04
1.00000000000e+01	4.28393378278e-03	7.37083589379e-04
1.00000000000e+01	4.68093135557e-03	8.05604885554e-04
1.00000000000e+01	5.09533811766e-03	8.77169901142e-04
1.00000000000e+01	5.52712294434e-03	9.51778418142e-04
1.00000000000e+01	5.97625346623e-03	1.02943020929e-03
1.00000000000e+01	6.44269715572e-03	1.11012503803e-03
1.00000000000e+01	6.92642033997e-03	1.19386265857e-03
1.00000000000e+01	7.42738797812e-03	1.28064281581e-03
1.00000000000e+01	7.94556294772e-03	1.37046524543e-03
1.00000000000e+01	8.48090570840e-03	1.46332967379e-03
1.00000000000e+01	9.03337638343e-03	1.55923581802e-03
1.00000000000e+01	9.60293458786e-03	1.65818338597e-03
1.00000000000e+01	1.01895391367e-02	1.76017207623e-03
1.00000000000e+01	1.07931481567e-02	1.86520157813e-03
1.00000000000e+01	1.14137170396e-02	1.97327157173e-03
1.00000000000e+01	1.20511995389e-02	2.08438172782e-03
1.00000000000e+01	1.27055479700e-02	2.19853170795e-03
1.00000000000e+01	1.33767157621e-02	2.31572116439e-03
1.00000000000e+01	1.40646545840e-02	2.43594974018e-03
1.00000000000e+01	1.47693137742e-02	2.55921706906e-03
1.00000000000e+01	1.54906416389e-02	2.68552277554e-03
1.00000000000e+01	1.62285862062e-02	2.81486647488e-03
1.00000000000e+01	1.69830941063e-02	2.94724777308e-03
1.00000000000e+01	1.77541099676e-02	3.08266626687e-03
1.00000000000e+01	1.85415774309e-02	3.22112154375e-03
1.00000000000e+01	1.93454382915e-02	3.36261318196e-03
1.00000000000e+01	2.01656353234e-02	3.50714075050e-03
1.00000000000e+01	2.10021087170e-02	3.65470380909e-03
1.00000000000e+01	2.18547965765e-02	3.80530190825e-03
1.00000000000e+01	2.27236383540e-02	3.95893458923e-03
