projectile,target,projectile_energy_ev,area_quantile,theta_cm_rad
H,H,1211.5276586285888,0,3.1415926535897931
H,H,1211.5276586285888,9.5367431640625e-07,3.1105996101654672
H,H,1211.5276586285888,1.9073486328125e-06,3.0977653811840011
H,H,1211.5276586285888,3.814697265625e-06,3.07962145387779
H,H,1211.5276586285888,7.62939453125e-06,3.0539801855995954
H,H,1211.5276586285888,1.52587890625e-05,3.0177690940260864
H,H,1211.5276586285888,3.0517578125e-05,2.9667028823260098
H,H,1211.5276586285888,6.103515625e-05,2.8948881103094974
H,H,1211.5276586285888,9.1552734375e-05,2.840203411917539
H,H,1211.5276586285888,0.0001220703125,2.7944490144163381
H,H,1211.5276586285888,0.00018310546875,2.7185345327573267
H,H,1211.5276586285888,0.000244140625,2.6554743544817798
H,H,1211.5276586285888,0.0003662109375,2.551918669816962
H,H,1211.5276586285888,0.00048828125,2.4670539959237789
H,H,1211.5276586285888,0.0006103515625,2.394312494760733
H,H,1211.5276586285888,0.000732421875,2.3302821532993061
H,H,1211.5276586285888,0.0009765625,2.2208468254065972
H,H,1211.5276586285888,0.001220703125,2.1290913103330507
H,H,1211.5276586285888,0.00146484375,2.0499573548931957
H,H,1211.5276586285888,0.001708984375,1.9803870096592004
H,H,1211.5276586285888,0.001953125,1.9183593668382946
H,H,1211.5276586285888,0.00244140625,1.8116314027776323
H,H,1211.5276586285888,0.0029296875,1.7222346863932023
H,H,1211.5276586285888,0.00341796875,1.6456498775514883
H,H,1211.5276586285888,0.00390625,1.5789274226384324
H,H,1211.5276586285888,0.00439453125,1.5200264745573639
H,H,1211.5276586285888,0.0048828125,1.4674730093460524
H,H,1211.5276586285888,0.00537109375,1.4201666329374998
H,H,1211.5276586285888,0.005859375,1.3772639531727962
H,H,1211.5276586285888,0.0068359375,1.3021614880200862
H,H,1211.5276586285888,0.0078125,1.2382957159783374
H,H,1211.5276586285888,0.0087890625,1.1830754591704815
H,H,1211.5276586285888,0.009765625,1.1346854517042018
H,H,1211.5276586285888,0.0107421875,1.091808130420457
H,H,1211.5276586285888,0.01171875,1.0534593986115439
H,H,1211.5276586285888,0.0126953125,1.0188866048593499
H,H,1211.5276586285888,0.013671875,0.98750249669231094
H,H,1211.5276586285888,0.015625,0.9325265668529541
H,H,1211.5276586285888,0.017578125,0.88576696441489489
H,H,1211.5276586285888,0.01953125,0.8453481742407547
H,H,1211.5276586285888,0.021484375,0.80994594566394884
H,H,1211.5276586285888,0.0234375,0.77859454524481286
H,H,1211.5276586285888,0.025390625,0.75057063012665814
H,H,1211.5276586285888,0.02734375,0.72532009987122237
H,H,1211.5276586285888,0.029296875,0.7024102802496488
H,H,1211.5276586285888,0.03125,0.68149766949578083
H,H,1211.5276586285888,0.03515625,0.64460831584340506
