projectile,target,projectile_energy_ev,area_quantile,theta_cm_rad
H,O,110069.4171252208,8.9406967163085938e-08,2.676596126413326
H,O,110069.4171252208,1.1920928955078125e-07,2.6078163148242099
H,O,110069.4171252208,1.7881393432617188e-07,2.4953445458748158
H,O,110069.4171252208,2.384185791015625e-07,2.4036763716944867
H,O,110069.4171252208,2.9802322387695312e-07,2.3255062652050404
H,O,110069.4171252208,3.5762786865234375e-07,2.2570299459743186
H,O,110069.4171252208,4.76837158203125e-07,2.1407693034723105
H,O,110069.4171252208,5.9604644775390625e-07,2.0440907021051262
H,O,110069.4171252208,7.152557373046875e-07,1.9613272525434506
H,O,110069.4171252208,8.3446502685546875e-07,1.8890536447277619
H,O,110069.4171252208,9.5367431640625e-07,1.8250092311427797
H,O,110069.4171252208,1.1920928955078125e-06,1.7156946948695713
H,O,110069.4171252208,1.430511474609375e-06,1.6250015303716669
H,O,110069.4171252208,1.6689300537109375e-06,1.5479397908051844
H,O,110069.4171252208,1.9073486328125e-06,1.4812774821755854
H,O,110069.4171252208,2.1457672119140625e-06,1.422795509348483
H,O,110069.4171252208,2.384185791015625e-06,1.3709031266132994
H,O,110069.4171252208,2.86102294921875e-06,1.2824526127294384
H,O,110069.4171252208,3.337860107421875e-06,1.2094057016202855
H,O,110069.4171252208,3.814697265625e-06,1.1477023754192481
H,O,110069.4171252208,4.291534423828125e-06,1.0946532230296593
H,O,110069.4171252208,4.76837158203125e-06,1.0483917553746132
H,O,110069.4171252208,5.245208740234375e-06,1.0075743271289257
H,O,110069.4171252208,5.7220458984375e-06,0.97120461064000629
H,O,110069.4171252208,6.67572021484375e-06,0.90894958252630342
H,O,110069.4171252208,7.62939453125e-06,0.85734418443403371
H,O,110069.4171252208,8.58306884765625e-06,0.81365383725738516
H,O,110069.4171252208,9.5367431640625e-06,0.77603795938862774
H,O,110069.4171252208,1.049041748046875e-05,0.74320546935064957
H,O,110069.4171252208,1.1444091796875e-05,0.71422004863057698
H,O,110069.4171252208,1.239776611328125e-05,0.68838373265836195
H,O,110069.4171252208,1.33514404296875e-05,0.66516408027816309
H,O,110069.4171252208,1.52587890625e-05,0.62500422281189616
H,O,110069.4171252208,1.71661376953125e-05,0.59133875499013255
H,O,110069.4171252208,1.9073486328125e-05,0.56258607530669869
H,O,110069.4171252208,2.09808349609375e-05,0.53765636614515788
H,O,110069.4171252208,2.288818359375e-05,0.51577090031223261
H,O,110069.4171252208,2.47955322265625e-05,0.49635641351362425
H,O,110069.4171252208,2.6702880859375e-05,0.47898025766259655
H,O,110069.4171252208,3.0517578125e-05,0.44908069092439806
H,O,110069.4171252208,3.4332275390625e-05,0.4241584176217903
H,O,110069.4171252208,3.814697265625e-05,0.4029697191472974
H,O,110069.4171252208,4.1961669921875e-05,0.38466660837036759
H,O,110069.4171252208,4.57763671875e-05,0.36864837253321081
H,O,110069.4171252208,4.9591064453125e-05,0.35447596830738437
H,O,110069.4171252208,5.340576171875e-05,0.34182006048626379
H,O,110069.4171252208,6.103515625e-05,0.32010281232139803
H,O,110069.4171252208,6.866455078125e-05,0.30205568239497627
H,O,110069.4171252208,7.62939453125e-05,0.28674905800110029
H,O,110069.4171252208,8.392333984375e-05,0.27355276318492994
H,O,110069.4171252208,9.1552734375e-05,0.26202246587627753
H,O,110069.4171252208,9.918212890625e-05,0.25183467096540868
H,O,110069.4171252208,0.0001068115234375,0.24274750670515433
H,O,110069.4171252208,0.0001220703125,0.22717604191142415
H,O,110069.4171252208,0.0001373291015625,0.2142558987662202
H,O,110069.4171252208,0.000152587890625,0.20331087362783506
H,O,110069.4171252208,0.0001678466796875,0.19388394812887855
H,O,110069.4171252208,0.00018310546875,0.185653659719617
H,O,110069.4171252208,0.0001983642578125,0.17838643251278352
H,O,110069.4171252208,0.000213623046875,0.17190791562741659
H,O,110069.4171252208,0.000244140625,0.16081396045281782
H,O,110069.4171252208,0.000274658203125,0.15161555814076877
H,O,110069.4171252208,0.00030517578125,0.14382762969095619
H,O,110069.4171252208,0.000335693359375,0.13712281995352349
H,O,110069.4171252208,0.0003662109375,0.13127114541328
H,O,110069.4171252208,0.000396728515625,0.12610566234612097
H,O,110069.4171252208,0.00042724609375,0.12150185816920223
H,O,110069.4171252208,0.000457763671875,0.11736472124098363
H,O,110069.4171252208,0.00048828125,0.11362032187556936
H,O,110069.4171252208,0.00054931640625,0.10708723616129046
H,O,110069.4171252208,0.0006103515625,0.10155699318119416
H,O,110069.4171252208,0.00067138671875,0.096796526341715428
H,O,110069.4171252208,0.000732421875,0.092642187280446375
H,O,110069.4171252208,0.00079345703125,0.088975239103498804
H,O,110069.4171252208,0.0008544921875,0.085707157065575412
H,O,110069.4171252208,0.00091552734375,0.082770412053307929
H,O,110069.4171252208,0.0009765625,0.080112472910024657
H,O,110069.4171252208,0.0010986328125,0.075474956332705734
H,O,110069.4171252208,0.001220703125,0.071549150453543042
H,O,110069.4171252208,0.0013427734375,0.068169577961396222
H,O,110069.4171252208,0.00146484375,0.065220075656171606
H,O,110069.4171252208,0.0015869140625,0.062616375235306165
H,O,110069.4171252208,0.001708984375,0.06029565896505007
H,O,110069.4171252208,0.0018310546875,0.058210012994764693
H,O,110069.4171252208,0.001953125,0.05632216811624291
H,O,110069.4171252208,0.002197265625,0.053027754604365818
H,O,110069.4171252208,0.00244140625,0.050238296502452151
H,O,110069.4171252208,0.002685546875,0.04783641464918631
H,O,110069.4171252208,0.0029296875,0.045739712159043044
H,O,110069.4171252208,0.003173828125,0.043888415761381694
H,O,110069.4171252208,0.00341796875,0.042237966686019313
H,O,110069.4171252208,0.003662109375,0.040754376857228269
H,O,110069.4171252208,0.00390625,0.039411207923663483
H,O,110069.4171252208,0.00439453125,0.037066585957734155
H,O,110069.4171252208,0.0048828125,0.035080564217244703
H,O,110069.4171252208,0.00537109375,0.033369852977771952
H,O,110069.4171252208,0.005859375,0.031875976653575222
H,O,110069.4171252208,0.00634765625,0.030556508708627916
H,O,110069.4171252208,0.0068359375,0.02937981667313716
H,O,110069.4171252208,0.0078125,0.027363588946014428
H,O,110069.4171252208,0.0087890625,0.025690336572035566
H,O,110069.4171252208,0.009765625,0.024272297949646138
H,O,110069.4171252208,0.0107421875,0.023050283719861397
H,O,110069.4171252208,0.01171875,0.021982725018272031
H,O,110069.4171252208,0.0126953125,0.021039452178354345
H,O,110069.4171252208,0.013671875,0.020197964192627538
H,O,110069.4171252208,0.015625,0.018755466206595628
H,O,110069.4171252208,0.017578125,0.017557741532030935
H,O,110069.4171252208,0.01953125,0.0165422826024062
H,O,110069.4171252208,0.021484375,0.015666908610229235
H,O,110069.4171252208,0.0234375,0.014901979989591752
H,O,110069.4171252208,0.025390625,0.014225974019048238
H,O,110069.4171252208,0.02734375,0.013622830812850761
H,O,110069.4171252208,0.03125,0.01258880131429807
H,O,110069.4171252208,0.03515625,0.011730234997498368
H,O,110069.4171252208,0.0390625,0.011002431593065687
H,O,110069.4171252208,0.04296875,0.010375202844329134
H,O,110069.4171252208,0.046875,0.0098273202865746256
H,O,110069.4171252208,0.05078125,0.0093433582885276145
H,O,110069.4171252208,0.0546875,0.0089117990342271192
H,O,110069.4171252208,0.0625,0.0081726369322554504
H,O,110069.4171252208,0.0703125,0.0075598111681638436
H,O,110069.4171252208,0.078125,0.0070411882302483519
H,O,110069.4171252208,0.0859375,0.006595047474811544
H,O,110069.4171252208,0.09375,0.0062061029971443027
H,O,110069.4171252208,0.1015625,0.0058632398096145621
H,O,110069.4171252208,0.109375,0.0055581538013531606
H,O,110069.4171252208,0.1171875,0.0052844978523496344
H,O,110069.4171252208,0.125,0.0050373252343112185
H,O,110069.4171252208,0.140625,0.0046075145110018312
H,O,110069.4171252208,0.15625,0.0042455154035478948
H,O,110069.4171252208,0.171875,0.0039356354885451417
H,O,110069.4171252208,0.1875,0.0036668291674866182
H,O,110069.4171252208,0.203125,0.003431064660802452
H,O,110069.4171252208,0.21875,0.0032223422789909861
H,O,110069.4171252208,0.234375,0.0030360775945332819
H,O,110069.4171252208,0.25,0.0028686991574633502
H,O,110069.4171252208,0.265625,0.0027173778477660449
H,O,110069.4171252208,0.28125,0.0025798396426544024
H,O,110069.4171252208,0.3125,0.0023390338243385322
H,O,110069.4171252208,0.34375,0.0021349872195504105
H,O,110069.4171252208,0.375,0.0019597654648202401
H,O,110069.4171252208,0.40625,0.0018076119538013025
H,O,110069.4171252208,0.4375,0.001674237205135487
H,O,110069.4171252208,0.46875,0.0015563723044915712
H,O,110069.4171252208,0.5,0.001451477924542921
H,O,110069.4171252208,0.53125,0.0013575485591466041
H,O,110069.4171252208,0.5625,0.0012729773105619735
H,O,110069.4171252208,0.59375,0.0011964601495106919
H,O,110069.4171252208,0.625,0.0011269269282068173
H,O,110069.4171252208,0.6875,0.0010054086916384541
H,O,110069.4171252208,0.75,0.00090289974507617998
H,O,110069.4171252208,0.8125,0.00081542288249414341
H,O,110069.4171252208,0.875,0.00074003714129533549
H,O,110069.4171252208,0.9375,0.00067451892814185399
H,O,110069.4171252208,1,0.0006171547251074827
H,O,121152.76586285877,0,3.1415926535897931
H,O,121152.76586285877,2.3283064365386963e-10,3.1150026718881625
H,O,121152.76586285877,4.6566128730773926e-10,3.1039909552734661
H,O,121152.76586285877,9.3132257461547852e-10,3.0884220832236298
H,O,121152.76586285877,1.862645149230957e-09,3.0664158104087265
H,O,121152.76586285877,3.7252902984619141e-09,3.03532653789784
H,O,121152.76586285877,7.4505805969238281e-09,2.9914507220037279
H,O,121152.76586285877,1.4901161193847656e-08,2.9296568363955879
H,O,121152.76586285877,2.9802322387695312e-08,2.8429816342246204
H,O,121152.76586285877,4.4703483581542969e-08,2.7772136579566014
H,O,121152.76586285877,5.9604644775390625e-08,2.7223748960664671
H,O,121152.76586285877,8.9406967163085938e-08,2.6318355021939306
H,O,121152.76586285877,1.1920928955078125e-07,2.5571153909968136
H,O,121152.76586285877,1.7881393432617188e-07,2.4355266434747582
H,O,121152.76586285877,2.384185791015625e-07,2.3370482405932398
H,O,121152.76586285877,2.9802322387695312e-07,2.2535587313083925
H,O,121152.76586285877,3.5762786865234375e-07,2.1808187120668858
H,O,121152.76586285877,4.76837158203125e-07,2.058220536865206
H,O,121152.76586285877,5.9604644775390625e-07,1.9571819759805513
H,O,121152.76586285877,7.152557373046875e-07,1.8713700148685355
H,O,121152.76586285877,8.3446502685546875e-07,1.7969629522083732
H,O,121152.76586285877,9.5367431640625e-07,1.7314457107691286
H,O,121152.76586285877,1.1920928955078125e-06,1.6205311796991719
H,O,121152.76586285877,1.430511474609375e-06,1.5293857837339691
H,O,121152.76586285877,1.6689300537109375e-06,1.4525587804713622
H,O,121152.76586285877,1.9073486328125e-06,1.3865522795803349
H,O,121152.76586285877,2.384185791015625e-06,1.2781675724871866
H,O,121152.76586285877,2.86102294921875e-06,1.1921010796460469
H,O,121152.76586285877,3.337860107421875e-06,1.1215328675712546
H,O,121152.76586285877,3.814697265625e-06,1.0622694146707761
H,O,121152.76586285877,4.291534423828125e-06,1.0115623224205557
H,O,121152.76586285877,4.76837158203125e-06,0.96752143352515807
H,O,121152.76586285877,5.7220458984375e-06,0.89439375190207837
H,O,121152.76586285877,6.67572021484375e-06,0.83572045348319701
H,O,121152.76586285877,7.62939453125e-06,0.7872810828389456
H,O,121152.76586285877,8.58306884765625e-06,0.74640395008017757
H,O,121152.76586285877,9.5367431640625e-06,0.71130333647081745
H,O,121152.76586285877,1.049041748046875e-05,0.68073383734900483
H,O,121152.76586285877,1.1444091796875e-05,0.65379660736938083
H,O,121152.76586285877,1.33514404296875e-05,0.60830984342339489
H,O,121152.76586285877,1.52587890625e-05,0.57116321409976534
H,O,121152.76586285877,1.71661376953125e-05,0.54008343082675569
H,O,121152.76586285877,1.9073486328125e-05,0.51358005078311475
H,O,121152.76586285877,2.09808349609375e-05,0.49062969660542866
H,O,121152.76586285877,2.288818359375e-05,0.47050323659883775
H,O,121152.76586285877,2.6702880859375e-05,0.43671236257813284
H,O,121152.76586285877,3.0517578125e-05,0.4092880324435848
H,O,121152.76586285877,3.4332275390625e-05,0.38645297861495642
H,O,121152.76586285877,3.814697265625e-05,0.36705506827518697
H,O,121152.76586285877,4.1961669921875e-05,0.35031030409070452
H,O,121152.76586285877,4.57763671875e-05,0.33566419106941403
H,O,121152.76586285877,4.9591064453125e-05,0.32271200189666249
H,O,121152.76586285877,5.340576171875e-05,0.31115048143179713
H,O,121152.76586285877,6.103515625e-05,0.29132113370704893
H,O,121152.76586285877,6.866455078125e-05,0.27485194656394851
H,O,121152.76586285877,7.62939453125e-05,0.26088975409278836
H,O,121152.76586285877,8.392333984375e-05,0.24885680467088189
H,O,121152.76586285877,9.1552734375e-05,0.23834607267934871
H,O,121152.76586285877,9.918212890625e-05,0.22906142943557839
H,O,121152.76586285877,0.0001068115234375,0.22078159354906202
H,O,121152.76586285877,0.0001220703125,0.2065971971567877
H,O,121152.76586285877,0.0001373291015625,0.19483127398488342
H,O,121152.76586285877,0.000152587890625,0.18486624575380528
H,O,121152.76586285877,0.0001678466796875,0.17628494030055464
H,O,121152.76586285877,0.00018310546875,0.16879404919647234
H,O,121152.76586285877,0.0001983642578125,0.16218052918626658
H,O,121152.76586285877,0.000213623046875,0.15628540315076389
H,O,121152.76586285877,0.000244140625,0.14619177507807679
H,O,121152.76586285877,0.000274658203125,0.13782397392357382
H,O,121152.76586285877,0.00030517578125,0.13074007966210033
H,O,121152.76586285877,0.000335693359375,0.1246419439985087
H,O,121152.76586285877,0.0003662109375,0.11932014842790384
H,O,121152.76586285877,0.000396728515625,0.11462270456520063
H,O,121152.76586285877,0.00042724609375,0.11043627106313014
H,O,121152.76586285877,0.00048828125,0.10326972576746885
H,O,121152.76586285877,0.00054931640625,0.097329727844626568
H,O,121152.76586285877,0.0006103515625,0.092301815470847259
H,O,121152.76586285877,0.00067138671875,0.087973954787338826
H,O,121152.76586285877,0.000732421875,0.084197281948574787
H,O,121152.76586285877,0.00079345703125,0.080863796829506285
H,O,121152.76586285877,0.0008544921875,0.077892985593370767
H,O,121152.76586285877,0.0009765625,0.072807370237314206
H,O,121152.76586285877,0.0010986328125,0.068591978605502035
H,O,121152.76586285877,0.001220703125,0.065023615100731735
H,O,121152.76586285877,0.0013427734375,0.06195182034398794
H,O,121152.76586285877,0.00146484375,0.05927097934802994
H,O,121152.76586285877,0.0015869140625,0.056904479235805994
H,O,121152.76586285877,0.001708984375,0.054795211136168032
H,O,121152.76586285877,0.001953125,0.051183816700218987
H,O,121152.76586285877,0.002197265625,0.048189669487723741
H,O,121152.76586285877,0.00244140625,0.045654489168014845
H,O,121152.76586285877,0.002685546875,0.043471579341936017
H,O,121152.76586285877,0.0029296875,0.04156604417280052
H,O,121152.76586285877,0.003173828125,0.039883553114478332
H,O,121152.76586285877,0.00341796875,0.03838360547787234
H,O,121152.76586285877,0.00390625,0.035814634111876131
H,O,121152.76586285877,0.00439453125,0.033683849327511783
H,O,121152.76586285877,0.0048828125,0.031878971521746902
H,O,121152.76586285877,0.00537109375,0.030324301802006737
H,O,121152.76586285877,0.005859375,0.028966694658440151
H,O,121152.76586285877,0.00634765625,0.027767591159316041
H,O,121152.76586285877,0.0068359375,0.026698242699230601
H,O,121152.76586285877,0.0078125,0.024865952278004588
H,O,121152.76586285877,0.0087890625,0.023345354636643112
H,O,121152.76586285877,0.009765625,0.022056691409298779
H,O,121152.76586285877,0.0107421875,0.020946171314343065
H,O,121152.76586285877,0.01171875,0.019976016800348884
H,O,121152.76586285877,0.0126953125,0.01911881002740845
H,O,121152.76586285877,0.013671875,0.018354102399984917
H,O,121152.76586285877,0.015625,0.017043225987074972
H,O,121152.76586285877,0.017578125,0.015954791199230378
H,O,121152.76586285877,0.01953125,0.015031992801417982
H,O,121152.76586285877,0.021484375,0.014236498135693942
H,O,121152.76586285877,0.0234375,0.013541371729171026
H,O,121152.76586285877,0.02734375,0.012378951738790001
H,O,121152.76586285877,0.03125,0.011439285640647334
H,O,121152.76586285877,0.03515625,0.010659072367932509
H,O,121152.76586285877,0.0390625,0.0099976901827178999
H,O,121152.76586285877,0.04296875,0.0094277052912761228
H,O,121152.76586285877,0.046875,0.0089298262384724936
H,O,121152.76586285877,0.0546875,0.0080978644190823346
H,O,121152.76586285877,0.0625,0.00742616837459531
H,O,121152.76586285877,0.0703125,0.0068692797854703613
H,O,121152.76586285877,0.078125,0.0063979973258043721
H,O,121152.76586285877,0.0859375,0.0059925823624888963
H,O,121152.76586285877,0.09375,0.0056391438984761955
H,O,121152.76586285877,0.1015625,0.0053275811756634539
H,O,121152.76586285877,0.109375,0.0050503479121029038
H,O,121152.76586285877,0.125,0.0045770706677377149
H,O,121152.76586285877,0.140625,0.0041865039985893304
H,O,121152.76586285877,0.15625,0.0038575594631837795
H,O,121152.76586285877,0.171875,0.0035759767519172314
H,O,121152.76586285877,0.1875,0.0033317183479142365
H,O,121152.76586285877,0.203125,0.0031174854930391405
H,O,121152.76586285877,0.21875,0.0029278260840781556
H,O,121152.76586285877,0.234375,0.0027585741174749323
H,O,121152.76586285877,0.25,0.0026064841446622466
H,O,121152.76586285877,0.28125,0.0023440110176142781
H,O,121152.76586285877,0.3125,0.00212520390800508
H,O,121152.76586285877,0.34375,0.0019397993564558291
H,O,121152.76586285877,0.375,0.0017805873399927563
H,O,121152.76586285877,0.40625,0.0016423368090912049
H,O,121152.76586285877,0.4375,0.0015211499098564119
H,O,121152.76586285877,0.46875,0.0014140562051245809
H,O,121152.76586285877,0.5,0.0013187482338974377
H,O,121152.76586285877,0.53125,0.0012334036251697711
H,O,121152.76586285877,0.5625,0.0011565622178300039
H,O,121152.76586285877,0.625,0.0010238618151627854
H,O,121152.76586285877,0.6875,0.00091345209605275812
H,O,121152.76586285877,0.75,0.00082031465475340681
H,O,121152.76586285877,0.8125,0.00074083559196980175
H,O,121152.76586285877,0.875,0.00067234262671433953
H,O,121152.76586285877,0.9375,0.00061281531772561237
H,O,121152.76586285877,1,0.00056069670750291678
H,O,133352.14321633239,0,3.1415926535897931
H,O,133352.14321633239,2.3283064365386963e-10,3.1123336013466467
H,O,133352.14321633239,4.6566128730773926e-10,3.1002170555327861
H,O,133352.14321633239,9.3132257461547852e-10,3.0830870635800065
H,O,133352.14321633239,1.862645149230957e-09,3.0588768310672982
H,O,133352.14321633239,3.7252902984619141e-09,3.0246813970704687
H,O,133352.14321633239,7.4505805969238281e-09,2.9764429128745498
H,O,133352.14321633239,1.4901161193847656e-08,2.9085634332125547
H,O,133352.14321633239,2.2351741790771484e-08,2.8568324877662166
H,O,133352.14321633239,2.9802322387695312e-08,2.813514359881558
H,O,133352.14321633239,4.4703483581542969e-08,2.7415579805024932
H,O,133352.14321633239,5.9604644775390625e-08,2.6816927015492049
H,O,133352.14321633239,8.9406967163085938e-08,2.5831671905046285
H,O,133352.14321633239,1.1920928955078125e-07,2.5021932641815243
H,O,133352.14321633239,1.4901161193847656e-07,2.4325985641471188
H,O,133352.14321633239,1.7881393432617188e-07,2.3711807765171096
H,O,133352.14321633239,2.384185791015625e-07,2.2658383645515197
H,O,133352.14321633239,2.9802322387695312e-07,2.1771223096871388
H,O,133352.14321633239,3.5762786865234375e-07,2.100301003156483
H,O,133352.14321633239,4.76837158203125e-07,1.9718745088879563
H,O,133352.14321633239,5.9604644775390625e-07,1.8670668461189039
H,O,133352.14321633239,7.152557373046875e-07,1.7788107582221946
H,O,133352.14321633239,8.3446502685546875e-07,1.7028561492590863
H,O,133352.14321633239,9.5367431640625e-07,1.6364188083840274
H,O,133352.14321633239,1.0728836059570312e-06,1.5775646184032122
H,O,133352.14321633239,1.1920928955078125e-06,1.5248910141020213
H,O,133352.14321633239,1.430511474609375e-06,1.4341232051538857
H,O,133352.14321633239,1.6689300537109375e-06,1.3582220620771355
H,O,133352.14321633239,1.9073486328125e-06,1.293445928906225
H,O,133352.14321633239,2.1457672119140625e-06,1.2372735377989454
H,O,133352.14321633239,2.384185791015625e-06,1.1879286025231148
H,O,133352.14321633239,2.6226043701171875e-06,1.1441153687923287
H,O,133352.14321633239,2.86102294921875e-06,1.1048616938613702
H,O,133352.14321633239,3.0994415283203125e-06,1.0694210916423952
H,O,133352.14321633239,3.337860107421875e-06,1.0372090269673815
H,O,133352.14321633239,3.814697265625e-06,0.98069813106644954
H,O,133352.14321633239,4.291534423828125e-06,0.93255777711858023
H,O,133352.14321633239,4.76837158203125e-06,0.8908986018035967
H,O,133352.14321633239,5.245208740234375e-06,0.85438101781566367
H,O,133352.14321633239,5.7220458984375e-06,0.82202466391875317
H,O,133352.14321633239,6.198883056640625e-06,0.79309302741291088
H,O,133352.14321633239,6.67572021484375e-06,0.76702045106953154
H,O,133352.14321633239,7.152557373046875e-06,0.74336423599342094
H,O,133352.14321633239,7.62939453125e-06,0.72177222395950702
H,O,133352.14321633239,8.58306884765625e-06,0.68369618980460611
H,O,133352.14321633239,9.5367431640625e-06,0.65107614430562055
H,O,133352.14321633239,1.049041748046875e-05,0.62272125857355842
H,O,133352.14321633239,1.1444091796875e-05,0.59777571920368455
H,O,133352.14321633239,1.239776611328125e-05,0.57560646120381653
H,O,133352.14321633239,1.33514404296875e-05,0.55573373111508273
H,O,133352.14321633239,1.430511474609375e-05,0.53778640922338639
H,O,133352.14321633239,1.52587890625e-05,0.52147228644795041
H,O,133352.14321633239,1.71661376953125e-05,0.49285333558959055
H,O,133352.14321633239,1.9073486328125e-05,0.46848041177940969
H,O,133352.14321633239,2.09808349609375e-05,0.44739756678875731
H,O,133352.14321633239,2.288818359375e-05,0.42892539757921488
H,O,133352.14321633239,2.47955322265625e-05,0.41256600123495968
H,O,133352.14321633239,2.6702880859375e-05,0.39794503514597812
H,O,133352.14321633239,2.86102294921875e-05,0.38477489241139029
H,O,133352.14321633239,3.0517578125e-05,0.37283046114864327
H,O,133352.14321633239,3.4332275390625e-05,0.35193710033893133
H,O,133352.14321633239,3.814697265625e-05,0.33420107389928466
H,O,133352.14321633239,4.1961669921875e-05,0.3188996381240834
H,O,133352.14321633239,4.57763671875e-05,0.30552230706450345
H,O,133352.14321633239,4.9591064453125e-05,0.29369688985608366
H,O,133352.14321633239,5.340576171875e-05,0.28314477121008785
H,O,133352.14321633239,5.7220458984375e-05,0.27365268455042857
H,O,133352.14321633239,6.103515625e-05,0.26505423985144994
H,O,133352.14321633239,6.866455078125e-05,0.25003612614826665
H,O,133352.14321633239,7.62939453125e-05,0.23730875223723613
H,O,133352.14321633239,8.392333984375e-05,0.22634323671875967
H,O,133352.14321633239,9.1552734375e-05,0.21676724404730718
H,O,133352.14321633239,9.918212890625e-05,0.20831004055401214
H,O,133352.14321633239,0.0001068115234375,0.2007694193275924
H,O,133352.14321633239,0.00011444091796875,0.19399089931989666
H,O,133352.14321633239,0.0001220703125,0.18785415520379978
H,O,133352.14321633239,0.00012969970703125,0.18226388335552102
H,O,133352.14321633239,0.0001373291015625,0.17714348629893539
H,O,133352.14321633239,0.000152587890625,0.16807387399174667
H,O,133352.14321633239,0.0001678466796875,0.1602648192306626
H,O,133352.14321633239,0.00018310546875,0.15344889385819682
H,O,133352.14321633239,0.0001983642578125,0.1474319098964445
H,O,133352.14321633239,0.000213623046875,0.14206899624147074
H,O,133352.14321633239,0.0002288818359375,0.13724958155768796
H,O,133352.14321633239,0.000244140625,0.13288761286137607
H,O,133352.14321633239,0.0002593994140625,0.12891498062126283
H,O,133352.14321633239,0.000274658203125,0.12527697797959947
H,O,133352.14321633239,0.00030517578125,0.11883467445430718
H,O,133352.14321633239,0.000335693359375,0.11328926635293524
H,O,133352.14321633239,0.0003662109375,0.1084501323898257
H,O,133352.14321633239,0.000396728515625,0.10417894704307873
H,O,133352.14321633239,0.00042724609375,0.10037257053823678
H,O,133352.14321633239,0.000457763671875,0.096952318466360765
H,O,133352.14321633239,0.00048828125,0.093856977870051761
H,O,133352.14321633239,0.000518798828125,0.091038115904674921
H,O,133352.14321633239,0.00054931640625,0.088456841715959467
H,O,133352.14321633239,0.0006103515625,0.083886108145888372
H,O,133352.14321633239,0.00067138671875,0.07995191978481353
H,O,133352.14321633239,0.000732421875,0.076518888422897113
H,O,133352.14321633239,0.00079345703125,0.073488797750686174
H,O,133352.14321633239,0.0008544921875,0.070788432288872105
H,O,133352.14321633239,0.00091552734375,0.068361947758053709
H,O,133352.14321633239,0.0009765625,0.066165907046311645
H,O,133352.14321633239,0.00103759765625,0.06416594674200482
H,O,133352.14321633239,0.0010986328125,0.06233447681114912
H,O,133352.14321633239,0.001220703125,0.0590912149198628
H,O,133352.14321633239,0.0013427734375,0.056299333292284981
H,O,133352.14321633239,0.00146484375,0.053862817855040657
H,O,133352.14321633239,0.0015869140625,0.051712022804196955
H,O,133352.14321633239,0.001708984375,0.049795034280691652
H,O,133352.14321633239,0.0018310546875,0.048072257627799875
H,O,133352.14321633239,0.001953125,0.046512896161858386
H,O,133352.14321633239,0.0020751953125,0.045092586960943315
H,O,133352.14321633239,0.002197265625,0.043791769535340475
H,O,133352.14321633239,0.00244140625,0.041487785382019471
H,O,133352.14321633239,0.002685546875,0.039503964648614609
H,O,133352.14321633239,0.0029296875,0.037772234161646878
H,O,133352.14321633239,0.003173828125,0.036243213541339525
H,O,133352.14321633239,0.00341796875,0.034880092784244088
H,O,133352.14321633239,0.003662109375,0.033654795145312555
H,O,133352.14321633239,0.00390625,0.032545481086139194
H,O,133352.14321633239,0.004150390625,0.031534872300519101
H,O,133352.14321633239,0.00439453125,0.030609095311496137
H,O,133352.14321633239,0.0048828125,0.028968892029810789
H,O,133352.14321633239,0.00537109375,0.027556074579444978
H,O,133352.14321633239,0.005859375,0.026322343748069965
H,O,133352.14321633239,0.00634765625,0.025232657111672108
H,O,133352.14321633239,0.0068359375,0.024260888091304444
H,O,133352.14321633239,0.00732421875,0.023387105184294654
H,O,133352.14321633239,0.0078125,0.022595801913951163
H,O,133352.14321633239,0.00830078125,0.021874708191390813
H,O,133352.14321633239,0.0087890625,0.021213970131336524
H,O,133352.14321633239,0.009765625,0.020042910312995321
H,O,133352.14321633239,0.0107421875,0.019033738622431962
H,O,133352.14321633239,0.01171875,0.018152124165535355
H,O,133352.14321633239,0.0126953125,0.017373150702850726
H,O,133352.14321633239,0.013671875,0.016678235427508792
H,O,133352.14321633239,0.0146484375,0.01605319740423905
H,O,133352.14321633239,0.015625,0.015487000605967971
H,O,133352.14321633239,0.017578125,0.0144979076581504
H,O,133352.14321633239,0.01953125,0.013659334946658497
H,O,133352.14321633239,0.021484375,0.012936447877878177
H,O,133352.14321633239,0.0234375,0.012304769052652986
H,O,133352.14321633239,0.025390625,0.011746524297127081
H,O,133352.14321633239,0.02734375,0.011248450898527995
H,O,133352.14321633239,0.029296875,0.010800422935159926
H,O,133352.14321633239,0.03125,0.0103945565170247
H,O,133352.14321633239,0.03515625,0.0096855619143205729
H,O,133352.14321633239,0.0390625,0.0090845526865801496
H,O,133352.14321633239,0.04296875,0.008566598829950145
H,O,133352.14321633239,0.046875,0.0081141695491937504
H,O,133352.14321633239,0.05078125,0.0077145261398494647
H,O,133352.14321633239,0.0546875,0.0073581570503953309
H,O,133352.14321633239,0.05859375,0.007037795924268675
H,O,133352.14321633239,0.0625,0.0067477820957257961
H,O,133352.14321633239,0.0703125,0.0062417353819936849
H,O,133352.14321633239,0.078125,0.0058134808216889766
H,O,133352.14321633239,0.0859375,0.0054450813831872225
H,O,133352.14321633239,0.09375,0.0051239139275596202
H,O,133352.14321633239,0.1015625,0.0048407996784236573
H,O,133352.14321633239,0.109375,0.0045888811037353427
H,O,133352.14321633239,0.1171875,0.0043629167742245123
H,O,133352.14321633239,0.125,0.0041588217016084172
H,O,133352.14321633239,0.140625,0.0038039222078474211
H,O,133352.14321633239,0.15625,0.003505019136034182
