6.338240991077781E22
5.E-10
4.468914857098981E-8
2.580129195731615E-8
200
100
8.84813864529947E2
0.E0
3.4179082E0 3.4206747E0 0.E0 
6.668694E-1 9.7376642E7 0.E0 
3.4938565E0 2.5360847E7 0.E0 
2.0387206E-142 -9.4166854E-126 0.E0 
3.4947613E23 3.4952772E23 0.E0 
0.E0 0.E0 0.E0 
0.E0 0.E0 0.E0 
0.E0 0.E0 0.E0 
0.E0 0.E0 0.E0 
0.E0 0.E0 0.E0 
3.4333976E0 3.4599733E0 0.E0 
1.1937874E8 2.1723381E8 0.E0 
8.4434165E7 1.0989899E8 0.E0 
2.0028655E-138 -1.850215E-121 0.E0 
3.5014923E23 3.5141143E23 0.E0 
7.8594878E17 7.859429E17 0.E0 
4.6734417E24 2.2868816E25 0.E0 
1.2438582E25 2.1554095E25 0.E0 
-2.2695895E-50 9.6927226E-31 0.E0 
3.4061748E40 3.3720995E40 0.E0 
3.4797977E0 3.5301812E0 0.E0 
2.3898919E8 3.3803814E8 0.E0 
1.6948877E8 1.9541672E8 0.E0 
3.2228644E-134 -2.9772305E-117 0.E0 
3.5215768E23 3.5461414E23 0.E0 
5.7083606E17 5.7068794E17 0.E0 
9.1512922E24 2.2347129E25 0.E0 
2.4806357E25 3.1503933E25 0.E0 
9.0783579E-50 -3.8770891E-30 0.E0 
2.4225799E40 2.36249E40 0.E0 
3.5568975E0 3.631078E0 0.E0 
3.5905331E8 4.6000583E8 0.E0 
2.5578073E8 2.8253216E8 0.E0 
4.2471584E-130 -3.9234566E-113 0.E0 
3.5546907E23 3.5908962E23 0.E0 
6.1999805E17 6.1928235E17 0.E0 
1.3240848E25 2.7547803E25 0.E0 
3.7032254E25 4.4431073E25 0.E0 
-3.4043842E-49 1.4539084E-29 0.E0 
2.5613532E40 2.4731784E40 0.E0 
3.664325E0 3.7622625E0 0.E0 
4.7977373E8 5.8332965E8 0.E0 
3.4391986E8 3.7185746E8 0.E0 
4.5837515E-126 -4.2343973E-109 0.E0 
3.6002995E23 3.6477063E23 0.E0 
5.9372912E17 5.9195379E17 0.E0 
1.675524E25 3.0430911E25 0.E0 
4.9044776E25 5.6337545E25 0.E0 
1.2709701E-48 -5.4279247E-29 0.E0 
2.3475076E40 2.2320949E40 0.E0 
3.8015195E0 3.923121E0 0.E0 
6.0132445E8 7.0816955E8 0.E0 
4.3450532E8 4.6399524E8 0.E0 
4.0514442E-122 -3.7426606E-105 0.E0 
3.6576669E23 3.7156991E23 0.E0 
5.8228457E17 5.7891872E17 0.E0 
1.9516499E25 3.2922326E25 0.E0 
6.0772043E25 6.8203381E25 0.E0 
-4.743442E-48 2.025779E-28 0.E0 
