cell_id,lat_deg,lon_w_deg,hemisphere,e_min_mev,e_max_mev,is_valid,n_assigned_bins
661,-45,18,leading,87.2478849,100,1,21
662,-45,30,leading,76.554526,100,1,41
663,-45,42,leading,69.1721139,100,1,57
664,-45,54,leading,63.9985295,100,1,69
665,-45,66,leading,60.7415604,100,1,77
666,-45,78,leading,59.0033253,100,1,81
667,-45,90,leading,58.3453507,100,1,83
668,-45,102,leading,59.0033253,100,1,81
669,-45,114,leading,60.7415604,100,1,77
670,-45,126,leading,63.9985295,100,1,69
671,-45,138,leading,69.1721139,100,1,57
672,-45,150,leading,76.554526,100,1,41
673,-45,162,leading,87.2478849,100,1,21
674,-45,174,leading,100.536662,100,0,0
675,-45,186,trailing,0.00473546711,0.0187562791,1,211
676,-45,198,trailing,0.00698921888,0.027429577,1,211
677,-45,210,trailing,0.00988773758,0.0405792627,1,218
678,-45,222,trailing,0.01,0.0570660995,1,268
679,-45,234,trailing,0.01,0.0752381692,1,310
680,-45,246,trailing,0.01,0.0925727663,1,342
681,-45,258,trailing,0.01,0.105320098,1,362
682,-45,270,trailing,0.01,0.110286222,1,369
683,-45,282,trailing,0.01,0.105320098,1,362
684,-45,294,trailing,0.01,0.0925727663,1,342
685,-45,306,trailing,0.01,0.0752381692,1,310
686,-45,318,trailing,0.01,0.0570660995,1,268
687,-45,330,trailing,0.00988773758,0.0405792627,1,218
688,-45,342,trailing,0.00698921888,0.027429577,1,211
689,-45,354,trailing,0.00473546711,0.0187562791,1,211
690,-51,6,leading,101,100,0,0
691,-51,18,leading,98.2545283,100,1,3
692,-51,30,leading,87.5568411,100,1,21
693,-51,42,leading,79.7598986,100,1,35
694,-51,54,leading,74.4741068,100,1,46
695,-51,66,leading,70.8824484,100,1,53
696,-51,78,leading,68.9709437,100,1,57
697,-51,90,leading,68.2018154,100,1,59
698,-51,102,leading,68.9709437,100,1,57
699,-51,114,leading,70.8824484,100,1,53
700,-51,126,leading,74.4741068,100,1,46
701,-51,138,leading,79.7598986,100,1,35
702,-51,150,leading,87.5568411,100,1,21
703,-51,162,leading,98.2545283,100,1,3
704,-51,174,leading,101,100,0,0
705,-51,186,trailing,0.00420404601,0.014777103,1,194
706,-51,198,trailing,0.00565865566,0.0201442952,1,195
707,-51,210,trailing,0.00736823635,0.0276835073,1,204
708,-51,222,trailing,0.00914568856,0.0363312332,1,213
709,-51,234,trailing,0.01,0.045533304,1,233
710,-51,246,trailing,0.01,0.0535012812,1,258
711,-51,258,trailing,0.01,0.0594822234,1,274
712,-51,270,trailing,0.01,0.0617156344,1,280
713,-51,282,trailing,0.01,0.0594822234,1,274
714,-51,294,trailing,0.01,0.0535012812,1,258
715,-51,306,trailing,0.01,0.045533304,1,233
716,-51,318,trailing,0.00914568856,0.0363312332,1,213
717,-51,330,trailing,0.00736823635,0.0276835073,1,204
718,-51,342,trailing,0.00565865566,0.0201442952,1,195
719,-51,354,trailing,0.00420404601,0.014777103,1,194
720,-57,6,leading,101,100,0,0
721,-57,18,leading,101,100,0,0
722,-57,30,leading,98.6363201,100,1,3
723,-57,42,leading,91.0534967,100,1,15
724,-57,54,leading,85.4181173,100,1,25
725,-57,66,leading,81.744103,100,1,31
726,-57,78,leading,79.6836942,100,1,35
727,-57,90,leading,79.0159304,100,1,37
728,-57,102,leading,79.6836942,100,1,35
729,-57,114,leading,81.744103,100,1,31
730,-57,126,leading,85.4181173,100,1,25
731,-57,138,leading,91.0534967,100,1,15
732,-57,150,leading,98.6363201,100,1,3
733,-57,162,leading,101,100,0,0
734,-57,174,leading,101,100,0,0
735,-57,186,trailing,0.00388983446,0.0122473565,1,177
736,-57,198,trailing,0.00484127684,0.0157071738,1,181
737,-57,210,trailing,0.00591011855,0.0201442952,1,189
738,-57,222,trailing,0.00687757041,0.0251304404,1,199
739,-57,234,trailing,0.00765542886,0.030216219,1,211
740,-57,246,trailing,0.00798978047,0.0345357693,1,225
741,-57,258,trailing,0.00780277667,0.0375221006,1,242
742,-57,270,trailing,0.01,0.0387520023,1,208
743,-57,282,trailing,0.00780277667,0.0375221006,1,242
744,-57,294,trailing,0.00798978047,0.0345357693,1,225
745,-57,306,trailing,0.00765542886,0.030216219,1,211
746,-57,318,trailing,0.00687757041,0.0251304404,1,199
747,-57,330,trailing,0.00591011855,0.0201442952,1,189
748,-57,342,trailing,0.00484127684,0.0157071738,1,181
749,-57,354,trailing,0.00388983446,0.0122473565,1,177
750,-63,6,leading,101,100,0,0
751,-63,18,leading,101,100,0,0
752,-63,30,leading,101,100,0,0
753,-63,42,leading,100.608317,100,0,0
754,-63,54,leading,96.9581383,100,1,5
755,-63,66,leading,93.2875411,100,1,11
756,-63,78,leading,91.0707497,100,1,15
757,-63,90,leading,90.5905449,100,1,16
758,-63,102,leading,91.0707497,100,1,15
759,-63,114,leading,93.2875411,100,1,11
760,-63,126,leading,96.9581383,100,1,5
761,-63,138,leading,100.608317,100,0,0
762,-63,150,leading,101,100,0,0
763,-63,162,leading,101,100,0,0
764,-63,174,leading,101,100,0,0
765,-63,186,trailing,0.00367589245,0.0104833928,1,161
766,-63,198,trailing,0.00430902077,0.0127659467,1,167
767,-63,210,trailing,0.00495452308,0.0155630979,1,177
768,-63,222,trailing,0.00550593023,0.018541039,1,187
769,-63,234,trailing,0.0058797137,0.0213877492,1,198
770,-63,246,trailing,0.00596919131,0.0237786993,1,213
771,-63,258,trailing,0.00572302741,0.0254802158,1,229
772,-63,270,trailing,0.00916805371,0.0260740266,1,161
773,-63,282,trailing,0.00572302741,0.0254802158,1,229
774,-63,294,trailing,0.00596919131,0.0237786993,1,213
775,-63,306,trailing,0.0058797137,0.0213877492,1,198
776,-63,318,trailing,0.00550593023,0.018541039,1,187
777,-63,330,trailing,0.00495452308,0.0155630979,1,177
778,-63,342,trailing,0.00430902077,0.0127659467,1,167
779,-63,354,trailing,0.00367589245,0.0104833928,1,161
780,-69,6,leading,101,100,0,0
781,-69,18,leading,101,100,0,0
782,-69,30,leading,101,100,0,0
783,-69,42,leading,101,100,0,0
784,-69,54,leading,101,100,0,0
785,-69,66,leading,101,100,0,0
786,-69,78,leading,101,100,0,0
787,-69,90,leading,100.616667,100,0,0
788,-69,102,leading,101,100,0,0
789,-69,114,leading,101,100,0,0
790,-69,126,leading,101,100,0,0
791,-69,138,leading,101,100,0,0
792,-69,150,leading,101,100,0,0
793,-69,162,leading,101,100,0,0
794,-69,174,leading,101,100,0,0
795,-69,186,trailing,0,0,0,0
796,-69,198,trailing,0.00396140377,0.010814763,1,155
797,-69,210,trailing,0.0043098323,0.0125328264,1,165
798,-69,222,trailing,0.00457382154,0.0143244527,1,176
799,-69,234,trailing,0.00470756892,0.0159257924,1,187
800,-69,246,trailing,0.00467036693,0.0173029064,1,202
801,-69,258,trailing,0.00441629758,0.0182024591,1,218
802,-69,270,trailing,0.00714022099,0.018541039,1,148
803,-69,282,trailing,0.00441629758,0.0182024591,1,218
804,-69,294,trailing,0.00467036693,0.0173029064,1,202
805,-69,306,trailing,0.00470756892,0.0159257924,1,187
806,-69,318,trailing,0.00457382154,0.0143244527,1,176
807,-69,330,trailing,0.0043098323,0.0125328264,1,165
808,-69,342,trailing,0.00396140377,0.010814763,1,155
809,-69,354,trailing,0,0,0,0
810,-75,6,leading,101,100,0,0
811,-75,18,leading,101,100,0,0
812,-75,30,leading,101,100,0,0
813,-75,42,leading,101,100,0,0
814,-75,54,leading,101,100,0,0
815,-75,66,leading,101,100,0,0
816,-75,78,leading,101,100,0,0
817,-75,90,leading,101,100,0,0
818,-75,102,leading,101,100,0,0
819,-75,114,leading,101,100,0,0
820,-75,126,leading,101,100,0,0
821,-75,138,leading,101,100,0,0
822,-75,150,leading,101,100,0,0
823,-75,162,leading,101,100,0,0
824,-75,174,leading,101,100,0,0
825,-75,186,trailing,0,0,0,0
826,-75,198,trailing,0.00375,0.00378471576,1,2
827,-75,210,trailing,0.00386038415,0.0104715267,1,154
828,-75,222,trailing,0.00394858383,0.0114823298,1,164
829,-75,234,trailing,0.00391697528,0.0123607842,1,177
830,-75,246,trailing,0.00378006392,0.0130634543,1,191
831,-75,258,trailing,0.00352535997,0.0135539548,1,208
832,-75,270,trailing,0.00575252869,0.0137426041,1,135
833,-75,282,trailing,0.00352535997,0.0135539548,1,208
834,-75,294,trailing,0.00378006392,0.0130634543,1,191
835,-75,306,trailing,0.00391697528,0.0123607842,1,177
836,-75,318,trailing,0.00394858383,0.0114823298,1,164
837,-75,330,trailing,0.00386038415,0.0104715267,1,154
838,-75,342,trailing,0.00375,0.00378471576,1,2
839,-75,354,trailing,0,0,0,0
840,-81,6,leading,101,100,0,0
841,-81,18,leading,101,100,0,0
842,-81,30,leading,101,100,0,0
843,-81,42,leading,101,100,0,0
844,-81,54,leading,101,100,0,0
845,-81,66,leading,101,100,0,0
846,-81,78,leading,101,100,0,0
847,-81,90,leading,101,100,0,0
848,-81,102,leading,101,100,0,0
849,-81,114,leading,101,100,0,0
850,-81,126,leading,101,100,0,0
851,-81,138,leading,101,100,0,0
852,-81,150,leading,101,100,0,0
853,-81,162,leading,101,100,0,0
854,-81,174,leading,101,100,0,0
855,-81,186,trailing,0,0,0,0
856,-81,198,trailing,0,0,0,0
857,-81,210,trailing,0,0,0,0
858,-81,222,trailing,0.00349801846,0.00454165891,1,41
859,-81,234,trailing,0.00335988614,0.00477777309,1,55
860,-81,246,trailing,0.00316860331,0.0102330478,1,181
861,-81,258,trailing,0.00290113671,0.0104233904,1,196
862,-81,270,trailing,0.00475581026,0.0105198853,1,123
863,-81,282,trailing,0.00290113671,0.0104233904,1,196
864,-81,294,trailing,0.00316860331,0.0102330478,1,181
865,-81,306,trailing,0.00335988614,0.00477777309,1,55
866,-81,318,trailing,0.00349801846,0.00454165891,1,41
867,-81,330,trailing,0,0,0,0
868,-81,342,trailing,0,0,0,0
869,-81,354,trailing,0,0,0,0
870,-87,6,leading,101,100,0,0
871,-87,18,leading,101,100,0,0
872,-87,30,leading,101,100,0,0
873,-87,42,leading,101,100,0,0
874,-87,54,leading,101,100,0,0
875,-87,66,leading,101,100,0,0
876,-87,78,leading,101,100,0,0
877,-87,90,leading,101,100,0,0
878,-87,102,leading,101,100,0,0
879,-87,114,leading,101,100,0,0
880,-87,126,leading,101,100,0,0
881,-87,138,leading,101,100,0,0
882,-87,150,leading,101,100,0,0
883,-87,162,leading,101,100,0,0
884,-87,174,leading,101,100,0,0
885,-87,186,trailing,0,0,0,0
886,-87,198,trailing,0,0,0,0
887,-87,210,trailing,0,0,0,0
888,-87,222,trailing,0,0,0,0
889,-87,234,trailing,0,0,0,0
890,-87,246,trailing,0,0,0,0
891,-87,258,trailing,0,0,0,0
892,-87,270,trailing,0,0,0,0
893,-87,282,trailing,0,0,0,0
894,-87,294,trailing,0,0,0,0
895,-87,306,trailing,0,0,0,0
896,-87,318,trailing,0,0,0,0
897,-87,330,trailing,0,0,0,0
898,-87,342,trailing,0,0,0,0
899,-87,354,trailing,0,0,0,0
